player,2020_pos,2020_age,team_id,2020_g,2020_mp,2020_per,2020_ts_pct,2020_fg3a_per_fga_pct,2020_fta_per_fga_pct,2020_orb_pct,2020_drb_pct,2020_trb_pct,2020_ast_pct,2020_stl_pct,2020_blk_pct,2020_tov_pct,2020_usg_pct,2020_ws-dum,2020_ows,2020_dws,2020_ws,2020_ws_per_48,2020_bpm-dum,2020_obpm,2020_dbpm,2020_bpm,2020_vorp,player_id,2021_pos,2021_age,2021_g,2021_mp,2021_per,2021_ts_pct,2021_fg3a_per_fga_pct,2021_fta_per_fga_pct,2021_orb_pct,2021_drb_pct,2021_trb_pct,2021_ast_pct,2021_stl_pct,2021_blk_pct,2021_tov_pct,2021_usg_pct,2021_ws-dum,2021_ows,2021_dws,2021_ws,2021_ws_per_48,2021_bpm-dum,2021_obpm,2021_dbpm,2021_bpm,2021_vorp,2020_salary,2021_salary,img_link
Terrance Ferguson,SF,21,PHI,56,1257,3.7,.481,.764,.091,2.1,4.4,3.3,5.3,1.0,1.2,11.9,9.1,,-0.3,0.9,0.6,.021,,-4.8,0.3,-4.5,-0.8,fergute01,SG,22,4,15,-7.1,.000,1.000,.000,0.0,6.6,3.5,7.7,0.0,0.0,0.0,8.3,,-0.1,0.0,0.0,-0.144,,-11.8,-3.2,-15.0,-0.1,2475840,3944013,https://www.2kratings.com/wp-content/uploads/Terrance-Ferguson-2K-Rating.png
Bruno Fernando,C,21,ATL,56,713,11.9,.542,.186,.256,10.0,20.0,15.0,9.9,1.2,2.0,15.9,15.3,,0.4,0.4,0.8,.055,,-3.2,-0.9,-4.1,-0.4,fernabr01,C,22,6,65,8.7,.484,.111,.333,12.8,36.2,24.6,8.1,1.5,1.4,40.4,11.1,,-0.1,0.1,0.0,.027,,-3.5,-0.3,-3.8,0.0,1400000,1517981,https://www.2kratings.com/wp-content/uploads/Bruno-Fernando-2K-Rating.png
Yogi Ferrell,PG,26,SAC,50,530,12.2,.528,.420,.223,1.2,9.4,5.2,18.8,1.6,0.7,11.9,19.2,,0.3,0.3,0.7,.060,,-1.5,-0.3,-1.8,0.0,ferreyo01,,,,,,,,,,,,,,,,,,,,,,,,,,,3150000,,https://www.basketball-reference.com/req/202101021/images/players/ferreyo01.jpg
Dorian Finney-Smith,PF,26,DAL,71,2120,12.3,.595,.580,.207,7.3,12.7,10.0,7.2,1.0,1.6,10.8,12.9,,3.3,1.5,4.9,.110,,0.1,-0.3,-0.2,0.9,finnedo01,PF,27,8,235,11.8,.543,.662,.108,5.2,13.5,9.4,5.0,2.3,2.1,5.5,13.6,,0.2,0.4,0.6,.121,,-1.2,0.3,-0.9,0.1,4000000,4000000,https://www.2kratings.com/wp-content/uploads/Dorian-Finney-Smith-2K-Rating.png
Bryn Forbes,SG,26,MIL,63,1579,11.1,.570,.656,.155,0.8,7.8,4.3,9.5,1.0,0.0,8.4,18.5,,1.3,0.3,1.5,.047,,-0.6,-2.1,-2.7,-0.3,forbebr01,SG,27,10,172,5.6,.545,.613,.113,0.6,5.4,3.1,1.5,0.5,0.0,13.3,18.1,,-0.1,0.1,0.0,-0.011,,-4.6,-4.2,-8.8,-0.3,2875000,2337145,https://www.2kratings.com/wp-content/uploads/Bryn-Forbes-2K-Rating.png
Evan Fournier,SF,27,ORL,66,2076,16.4,.595,.467,.237,0.9,8.2,4.4,16.6,1.7,0.7,10.9,23.9,,2.9,1.7,4.6,.106,,1.4,-0.4,1.0,1.6,fournev01,SF,28,5,127,18.4,.671,.511,.511,1.5,5.1,3.3,12.1,2.6,0.0,14.0,21.3,,0.3,0.1,0.5,.174,,0.3,-0.4,-0.1,0.1,17000000,17000000,https://www.2kratings.com/wp-content/uploads/Evan-Fournier-2K-Rating.png
De'Aaron Fox,PG,22,SAC,51,1634,20.6,.558,.227,.420,2.4,11.4,6.8,35.3,2.2,1.5,14.1,29.8,,2.6,1.4,4.0,.118,,2.3,-0.5,1.8,1.6,foxde01,PG,23,10,293,17.1,.533,.225,.430,2.1,7.5,4.7,27.6,2.4,2.4,14.7,28.5,,0.1,0.1,0.2,.032,,0.4,-0.8,-0.4,0.1,6392760,8099627,https://www.2kratings.com/wp-content/uploads/DeAaron-Fox-2K-Rating.png
Melvin Frazier,SG,23,ORL,19,126,9.8,.559,.471,.118,1.7,7.1,4.3,3.4,3.5,1.4,12.3,14.0,,0.0,0.2,0.2,.057,,-3.5,1.2,-2.3,0.0,frazime01,,,,,,,,,,,,,,,,,,,,,,,,,,,1416852,,https://www.basketball-reference.com/req/202101021/images/players/frazime01.jpg
Michael Frazier,SG,25,HOU,13,145,-0.9,.384,.793,.483,0.7,6.6,3.6,1.7,0.6,0.0,12.5,11.5,,-0.2,0.1,-0.2,-0.060,,-8.9,-2.1,-11.0,-0.3,frazimi01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/req/202101021/images/players/frazimi01.jpg
Tim Frazier,PG,29,MEM,27,355,9.8,.464,.319,.255,2.8,7.8,5.3,36.5,1.9,0.9,25.6,17.3,,-0.1,0.2,0.1,.016,,-3.0,-1.6,-4.6,-0.2,fraziti01,PG,30,1,10,15.8,1.000,.000,.000,0.0,10.7,5.2,46.9,0.0,0.0,50.0,16.9,,0.0,0.0,0.0,.071,,-1.0,-3.0,-4.0,0.0,1882867,,https://www.basketball-reference.com/req/202101021/images/players/fraziti01.jpg
Markelle Fultz,PG,21,ORL,72,1996,14.3,.517,.175,.206,2.1,11.0,6.4,29.0,2.2,0.5,14.9,21.4,,0.6,2.0,2.7,.065,,-1.8,0.0,-1.8,0.1,fultzma01,PG,22,8,215,12.8,.458,.154,.183,2.3,10.1,6.0,31.2,1.8,0.8,13.8,25.6,,-0.2,0.2,0.1,.017,,-2.9,-1.7,-4.6,-0.1,9745200,12288697,https://www.2kratings.com/wp-content/uploads/Markelle-Fultz-2K-Rating.png
Wenyen Gabriel,PF,22,TOT,30,235,9.6,.546,.417,.458,9.5,13.9,11.7,4.4,2.2,2.6,21.7,13.4,,0.0,0.2,0.2,.048,,-3.7,-0.1,-3.8,-0.1,gabriwe01,,,,,,,,,,,,,,,,,,,,,,,,,,,898310,1620564,https://www.2kratings.com/wp-content/uploads/Wenyen-Gabriel-2K-Rating.png
Daniel Gafford,C,21,CHI,43,609,16.2,.686,.000,.448,9.0,10.3,9.6,5.2,1.0,8.7,15.3,13.3,,1.1,0.8,1.9,.146,,-2.8,1.5,-1.3,0.1,gaffoda01,PF,22,9,128,18.4,.725,.000,.800,8.7,9.3,9.0,6.5,2.1,6.7,10.6,12.1,,0.4,0.1,0.5,.184,,-0.5,1.2,0.7,0.1,898310,1517981,https://www.2kratings.com/wp-content/uploads/Daniel-Gafford-2K-Rating.png
Danilo Gallinari,PF,31,ATL,62,1834,19.5,.612,.537,.365,2.1,16.8,9.7,10.3,1.1,0.2,7.4,24.6,,4.5,1.9,6.3,.166,,4.1,-0.9,3.3,2.4,gallida01,PF,32,2,28,22.0,.922,.375,.500,0.0,18.3,9.2,17.6,0.0,0.0,23.5,18.9,,0.1,0.0,0.1,.213,,5.4,0.7,6.0,0.1,22615559,19500000,https://www.2kratings.com/wp-content/uploads/Danilo-Gallinari-2K-Rating.png
Langston Galloway,SG,28,PHO,66,1702,12.3,.584,.611,.157,2.2,7.8,5.0,8.8,1.4,0.5,6.5,15.9,,2.4,0.7,3.1,.087,,0.0,-0.9,-0.8,0.5,gallola01,SG,29,10,91,17.8,.718,.735,.147,1.3,8.6,5.0,6.8,0.0,0.0,5.2,19.0,,0.3,0.1,0.3,.176,,4.8,-1.0,3.8,0.1,7333333,2028594,https://www.2kratings.com/wp-content/uploads/Langston-Galloway-2K-Rating.png
Darius Garland,SG,20,CLE,59,1824,8.5,.498,.423,.103,1.6,5.2,3.4,18.5,1.1,0.2,17.1,20.7,,-1.3,0.0,-1.3,-0.034,,-2.7,-2.8,-5.6,-1.7,garlada01,PG,21,6,215,14.4,.560,.364,.102,1.5,8.7,5.0,29.0,1.8,0.9,16.4,22.3,,0.1,0.3,0.4,.098,,0.2,0.1,0.3,0.1,6400920,6720720,https://www.2kratings.com/wp-content/uploads/Darius-Garland-2K-Rating.png
Marc Gasol,C,35,LAL,44,1161,11.8,.551,.530,.176,2.9,21.7,12.5,17.3,1.4,3.2,16.4,13.2,,0.8,2.2,3.0,.124,,-1.2,2.8,1.6,1.1,gasolma01,C,36,10,187,13.4,.680,.520,.600,7.2,21.9,14.9,12.9,0.8,6.7,29.1,10.2,,0.3,0.4,0.6,.158,,-2.4,2.8,0.4,0.1,25595700,2564753,https://www.2kratings.com/wp-content/uploads/Marc-Gasol-2K-Rating.png
Rudy Gay,PF,33,SAS,67,1461,15.4,.553,.369,.228,4.5,22.2,13.4,11.3,1.1,2.0,11.8,22.0,,0.9,1.1,2.1,.068,,0.0,-0.9,-0.8,0.4,gayru01,PF,34,9,215,15.0,.534,.495,.109,3.2,18.3,10.4,9.7,1.1,3.4,7.8,22.7,,0.1,0.2,0.3,.057,,-0.2,-0.6,-0.8,0.1,14000000,14000000,https://www.2kratings.com/wp-content/uploads/Rudy-Gay-2K-Rating.png
Paul George,SG,29,LAC,48,1419,21.1,.589,.487,.277,1.8,17.7,10.0,21.1,2.3,1.2,12.5,29.6,,2.5,2.3,4.8,.161,,3.8,1.1,4.9,2.5,georgpa01,SF,30,9,308,23.5,.680,.507,.267,1.9,19.0,10.5,24.9,2.1,1.6,18.9,29.1,,0.8,0.3,1.1,.165,,6.2,-0.1,6.2,0.6,33005556,35450412,https://www.2kratings.com/wp-content/uploads/Paul-George-2K-Rating.png
Taj Gibson,C,34,NYK,62,1025,16.1,.610,.049,.196,11.2,16.7,13.9,7.6,1.3,2.8,13.1,14.8,,1.8,0.8,2.6,.120,,-0.8,-0.3,-1.1,0.2,gibsota01,,,,,,,,,,,,,,,,,,,,,,,,,,,9800000,,https://www.basketball-reference.com/req/202101021/images/players/gibsota01.jpg
Harry Giles,C,21,POR,46,667,16.4,.580,.008,.195,7.1,25.1,15.9,14.2,1.6,2.6,13.9,20.6,,0.8,0.8,1.6,.112,,-2.2,0.9,-1.3,0.1,gilesha01,C,22,6,47,9.5,.508,.214,.286,2.2,36.0,18.9,11.8,1.0,10.0,24.1,18.6,,-0.1,0.1,0.0,.008,,-7.4,2.0,-5.4,0.0,2578800,1678854,https://www.basketball-reference.com/req/202101021/images/players/gilesha01.jpg
Shai Gilgeous-Alexander,SG,21,OKC,70,2428,17.7,.568,.247,.352,2.2,16.1,9.4,15.2,1.6,1.7,10.3,23.7,,3.1,3.0,6.1,.121,,1.3,0.4,1.7,2.2,gilgesh01,SG,22,8,266,18.7,.558,.379,.323,2.7,12.9,7.9,35.9,1.4,1.2,14.5,27.2,,0.3,0.3,0.7,.121,,1.8,0.0,1.8,0.3,3952920,4141320,https://www.2kratings.com/wp-content/uploads/Shai-Gilgeous-Alexander-2K-Rating.png
Rudy Gobert,C,27,UTA,68,2333,21.7,.699,.000,.724,11.2,31.3,21.6,6.5,1.1,4.8,15.0,16.2,,6.5,4.2,10.7,.221,,1.7,1.9,3.6,3.3,goberru01,C,28,9,275,21.9,.597,.000,.512,11.2,32.9,22.3,8.1,0.9,6.9,12.2,17.6,,0.5,0.5,1.0,.182,,0.9,1.3,2.2,0.3,25008427,26525281,https://www.2kratings.com/wp-content/uploads/Rudy-Gobert-2K-Rating.png
Brandon Goodwin,PG,24,ATL,34,430,11.6,.507,.458,.158,2.7,15.5,9.0,18.0,1.3,0.8,12.5,22.4,,-0.1,0.2,0.1,.013,,-1.6,-1.3,-2.9,-0.1,goodwbr01,PG,25,7,96,8.9,.446,.515,.121,1.1,7.5,4.3,20.9,1.5,0.0,7.9,16.3,,0.0,0.1,0.1,.039,,-1.6,0.0,-1.6,0.0,522738,1701593,https://www.2kratings.com/wp-content/uploads/Brandon-Goodwin-2K-Rating.png
Aaron Gordon,PF,24,ORL,62,2017,15.1,.516,.309,.292,5.5,20.3,12.7,17.4,1.2,1.7,10.4,20.7,,1.4,2.3,3.7,.087,,-0.1,0.1,0.0,1.0,gordoaa01,PF,25,9,237,17.3,.550,.380,.350,4.6,23.0,13.3,13.3,1.6,1.9,12.2,23.4,,0.2,0.3,0.5,.100,,1.2,0.2,1.4,0.2,19863636,18136364,https://www.2kratings.com/wp-content/uploads/Aaron-Gordon-2K-Rating.png
Eric Gordon,SF,31,HOU,36,1016,10.3,.510,.654,.231,0.9,6.5,3.7,7.9,1.0,1.1,7.8,22.5,,-0.1,0.6,0.5,.024,,-1.8,-2.1,-3.9,-0.5,gordoer01,SG,32,5,137,18.3,.601,.710,.258,1.7,8.5,5.3,9.1,2.1,3.1,9.2,24.7,,0.2,0.1,0.4,.127,,1.9,0.1,2.0,0.1,14057730,16869276,https://www.2kratings.com/wp-content/uploads/Eric-Gordon-2K-Rating.png
Devonte' Graham,PG,24,CHO,63,2211,15.8,.537,.607,.242,2.0,8.7,5.2,35.3,1.4,0.6,14.5,24.8,,2.4,0.9,3.4,.073,,2.5,-2.1,0.5,1.4,grahade01,PG,25,10,323,10.3,.416,.639,.227,1.9,10.0,5.8,28.2,2.1,0.0,7.8,18.6,,0.0,0.3,0.3,.047,,-2.2,-1.1,-3.2,-0.1,1416852,1663861,https://www.2kratings.com/wp-content/uploads/Devonte-Graham-2K-Rating.png
Treveon Graham,SF,26,TOT,55,929,6.6,.456,.496,.231,5.7,11.7,8.6,6.6,1.2,0.5,9.8,13.1,,-0.2,0.4,0.2,.009,,-4.5,-1.0,-5.6,-0.8,grahatr01,,,,,,,,,,,,,,,,,,,,,,,,,,,1678854,,https://www.2kratings.com/wp-content/uploads/Treveon-Graham-2K-Rating.png
Jerami Grant,PF,25,DET,71,1892,14.4,.591,.397,.309,3.4,11.2,7.3,6.6,1.3,2.8,8.0,18.0,,2.8,1.6,4.4,.111,,0.1,-0.6,-0.5,0.7,grantje01,SF,26,9,332,20.0,.590,.398,.313,3.7,16.6,9.6,7.9,1.0,3.4,6.0,25.6,,0.8,0.2,1.0,.142,,2.7,-0.8,1.9,0.3,9346153,19047619,https://www.2kratings.com/wp-content/uploads/Jerami-Grant-2K-Rating.png
Jerian Grant,SG,27,WAS,6,80,6.6,.449,.296,.259,2.6,5.7,4.1,15.3,0.6,1.1,9.1,17.2,,0.0,0.0,0.0,-0.018,,-4.8,-2.0,-6.8,-0.1,grantje02,,,,,,,,,,,,,,,,,,,,,,,,,,,196288,1882867,https://www.basketball-reference.com/req/202101021/images/players/grantje02.jpg
Josh Gray,PG,26,NOP,2,23,-5.0,.500,.000,.000,4.6,4.6,4.6,10.4,0.0,0.0,71.4,12.5,,-0.1,0.0,-0.1,-0.226,,-11.3,-4.7,-16.0,-0.1,grayjo01,,,,,,,,,,,,,,,,,,,,,,,,,,,,1620564,https://www.basketball-reference.com/req/202101021/images/players/grayjo01.jpg
Danny Green,SG,32,PHI,68,1687,10.8,.552,.690,.101,3.3,11.2,7.3,7.1,2.4,1.7,11.3,13.9,,0.8,2.5,3.4,.096,,-1.1,1.5,0.5,1.1,greenda02,SF,33,10,258,10.5,.535,.716,.108,3.9,7.7,5.9,12.3,2.5,2.0,15.3,14.8,,0.1,0.4,0.4,.083,,-1.5,1.2,-0.3,0.1,14634146,15365854,https://www.2kratings.com/wp-content/uploads/Danny-Green-2K-Rating.png
Draymond Green,PF,29,GSW,43,1222,12.5,.489,.408,.263,2.0,22.3,11.8,31.2,2.3,2.4,21.8,15.7,,-0.2,1.3,1.1,.044,,-2.1,1.9,-0.2,0.6,greendr01,PF,30,5,129,7.1,.387,.533,.467,0.8,16.0,8.4,25.0,2.8,0.7,30.7,8.4,,0.0,0.1,0.1,.035,,-5.4,2.1,-3.3,0.0,18539130,22246956,https://www.2kratings.com/wp-content/uploads/Draymond-Green-2K-Rating.png
JaMychal Green,PF,29,DEN,63,1307,11.1,.576,.676,.136,6.3,24.1,15.4,5.0,1.0,1.6,12.6,13.7,,1.1,2.0,3.1,.115,,-1.2,0.7,-0.5,0.5,greenja01,PF,30,5,99,16.9,.657,.595,.238,8.5,26.4,17.7,10.7,1.5,0.0,21.9,25.8,,0.1,0.1,0.1,.069,,0.9,-2.9,-2.1,0.0,4767000,7199760,https://www.2kratings.com/wp-content/uploads/JaMychal-Green-2K-Rating.png
Javonte Green,SG,26,BOS,48,468,13.1,.564,.262,.333,5.6,15.6,10.6,7.7,2.5,1.6,13.7,15.3,,0.4,0.8,1.1,.113,,-2.1,1.4,-0.7,0.2,greenja02,SG,27,3,43,15.6,.606,.364,.455,10.1,10.6,10.3,6.2,2.2,0.0,13.2,14.9,,0.1,0.0,0.1,.116,,1.4,0.2,1.7,0.0,898310,1517981,https://www.2kratings.com/wp-content/uploads/Javonte-Green-2K-Rating.png
Jeff Green,PF-C,33,BRK,48,960,13.7,.590,.532,.265,2.7,12.0,7.5,7.9,1.3,1.7,9.9,19.0,,1.2,0.9,2.1,.104,,0.0,-0.1,-0.1,0.5,greenje02,PF,34,10,189,11.1,.735,.571,.200,1.7,11.1,6.7,7.7,1.0,0.8,11.6,9.5,,0.3,0.2,0.5,.138,,-1.1,0.2,-0.9,0.1,144901,2564753,https://www.2kratings.com/wp-content/uploads/Jeff-Green-2K-Rating.png
Blake Griffin,PF,30,DET,18,512,11.9,.476,.444,.392,3.7,15.0,9.3,18.0,0.7,1.1,12.0,28.4,,-0.4,0.3,-0.1,-0.012,,-1.7,-2.6,-4.3,-0.3,griffbl01,PF,31,6,192,14.0,.523,.603,.315,1.1,20.0,9.7,18.3,1.7,0.0,8.8,20.1,,0.2,0.1,0.3,.069,,0.3,-0.6,-0.3,0.1,34234964,36595996,https://www.2kratings.com/wp-content/uploads/Blake-Griffin-2K-Rating.png
Marko Guduric,SG,24,MEM,44,484,8.8,.514,.529,.166,3.1,12.6,7.9,12.3,1.2,1.4,17.6,17.6,,-0.3,0.4,0.1,.014,,-2.7,-0.7,-3.4,-0.2,gudurma01,,,,,,,,,,,,,,,,,,,,,,,,,,,2625000,2750000,https://www.basketball-reference.com/req/202101021/images/players/gudurma01.jpg
Kyle Guy,SG,22,SAC,3,10,6.6,.400,.600,.000,0.0,11.5,5.6,15.6,0.0,0.0,0.0,21.7,,0.0,0.0,0.0,-0.045,,-7.5,-4.8,-12.3,0.0,guyky01,PG,23,4,34,15.5,.451,.357,.429,0.0,17.0,8.0,28.6,1.4,0.0,0.0,20.6,,0.1,0.0,0.1,.076,,0.9,-1.5,-0.5,0.0,,,https://www.2kratings.com/wp-content/uploads/Kyle-Guy-2K-Rating.png
Rui Hachimura,PF,21,WAS,48,1444,13.5,.535,.160,.257,5.7,17.0,11.1,8.8,1.2,0.5,8.0,19.0,,1.3,0.5,1.8,.060,,-1.2,-2.0,-3.2,-0.4,hachiru01,PF,22,6,165,15.0,.590,.197,.410,3.7,11.8,7.6,11.0,1.1,0.0,6.5,19.0,,0.3,0.0,0.4,.103,,-0.3,-2.3,-2.6,0.0,4469160,4692840,https://www.2kratings.com/wp-content/uploads/Rui-Hachimura-2K-Rating.png
Devon Hall,PG,24,OKC,11,81,3.1,.298,.567,.267,2.8,6.6,4.8,21.3,2.4,1.1,13.0,20.9,,-0.3,0.1,-0.2,-0.116,,-5.8,-0.6,-6.4,-0.1,hallde01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/req/202101021/images/players/hallde01.jpg
Donta Hall,C-PF,22,TOT,9,133,13.6,.652,.000,.818,11.4,19.2,15.4,4.2,1.1,3.8,14.3,11.1,,0.2,0.2,0.4,.137,,-3.4,-0.3,-3.7,-0.1,halldo01,,,,,,,,,,,,,,,,,,,,,,,,,,,101504,,https://www.basketball-reference.com/req/202101021/images/players/halldo01.jpg
Dusty Hannahs,SG,26,MEM,2,13,21.3,.607,.333,.222,0.0,8.0,4.1,0.0,0.0,0.0,0.0,31.6,,0.0,0.0,0.0,.146,,5.1,-2.1,3.1,0.0,hannadu01,,,,,,,,,,,,,,,,,,,,,,,,,,,81678,,https://www.basketball-reference.com/req/202101021/images/players/hannadu01.jpg
Tim Hardaway Jr.,SG,27,DAL,71,2091,14.5,.581,.580,.206,1.3,10.2,5.8,9.7,0.9,0.2,6.7,21.1,,3.4,1.1,4.4,.102,,1.2,-1.4,-0.1,1.0,hardati02,SG,28,9,273,17.3,.611,.645,.218,0.4,14.0,7.3,12.6,1.1,0.7,8.1,24.1,,0.4,0.3,0.8,.134,,2.8,-0.7,2.1,0.3,18150000,18975000,https://www.basketball-reference.com/req/202101021/images/players/hardati02.jpg
James Harden,SG,30,HOU,68,2483,29.1,.626,.557,.528,2.9,16.0,9.4,35.9,2.3,2.1,14.2,36.3,,9.9,3.2,13.1,.254,,8.1,1.6,9.6,7.3,hardeja01,SG,31,6,221,27.2,.638,.552,.476,1.6,12.0,7.0,49.7,1.3,1.5,15.9,30.4,,1.0,0.2,1.2,.254,,7.3,-0.8,6.5,0.5,37800000,40824000,https://www.2kratings.com/wp-content/uploads/James-Harden-2K-Rating.png
Maurice Harkless,PF-SF,26,MIA,62,1427,9.8,.572,.346,.233,4.1,13.3,8.8,6.4,1.9,2.1,14.5,10.7,,0.8,1.9,2.7,.090,,-2.6,1.9,-0.7,0.5,harklma01,SF,27,6,49,-4.9,.218,.667,.333,0.0,10.2,5.6,2.6,0.0,0.0,22.5,8.0,,-0.1,0.0,-0.1,-0.108,,-9.7,-2.1,-11.8,-0.1,11511234,3623000,https://www.2kratings.com/wp-content/uploads/Maurice-Harkless-2K-Rating.png
Jared Harper,PG,22,NYK,3,8,-5.3,.250,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3,,0.0,0.0,0.0,-0.249,,-10.1,-5.6,-15.7,0.0,harpeja01,PG,23,2,5,-11.7,.532,.000,2.000,0.0,0.0,0.0,0.0,0.0,0.0,51.5,33.7,,0.0,0.0,0.0,-0.447,,-15.0,-8.5,-23.5,0.0,,,https://www.2kratings.com/wp-content/uploads/Jared-Harper-2K-Rating.png
Montrezl Harrell,C,26,LAL,63,1749,23.2,.607,.022,.432,9.9,16.3,13.2,10.3,1.1,3.6,10.1,25.7,,4.4,2.5,7.0,.191,,2.5,0.5,2.9,2.2,harremo01,C,27,10,243,21.4,.635,.035,.349,14.9,20.2,17.7,6.6,1.2,1.0,11.6,19.8,,0.7,0.4,1.1,.211,,1.3,-1.4,-0.1,0.1,6000000,9258000,https://www.2kratings.com/wp-content/uploads/Montrezl-Harrell-2K-Rating.png
Gary Harris,SG,25,DEN,56,1780,9.7,.519,.405,.177,1.6,8.6,5.1,8.9,2.1,0.7,9.7,15.1,,0.5,1.4,1.9,.052,,-2.8,0.3,-2.5,-0.2,harriga01,SG,26,9,286,8.3,.525,.457,.185,1.7,6.4,4.1,6.1,1.4,0.6,8.4,14.4,,0.1,0.0,0.1,.022,,-3.4,-2.3,-5.7,-0.3,17839286,19160714,https://www.2kratings.com/wp-content/uploads/Gary-Harris-2K-Rating.png
Joe Harris,SF,28,BRK,69,2123,13.3,.606,.518,.114,3.2,11.2,7.3,10.4,0.9,0.7,11.2,18.3,,2.5,1.8,4.3,.097,,0.4,-0.6,-0.2,1.0,harrijo01,SF,29,10,288,16.3,.676,.538,.075,3.7,8.9,6.5,9.3,1.0,1.1,8.4,17.3,,0.7,0.3,1.0,.161,,2.3,-0.7,1.5,0.3,7670000,16071429,https://www.2kratings.com/wp-content/uploads/Joe-Harris-2K-Rating.png
Tobias Harris,PF,27,PHI,72,2469,17.2,.556,.304,.184,3.1,19.1,11.1,14.6,1.0,1.4,7.6,23.9,,3.5,2.7,6.2,.121,,1.3,-0.5,0.8,1.8,harrito02,PF,28,9,296,19.0,.604,.351,.127,5.0,19.4,12.7,14.8,1.6,2.6,12.4,22.8,,0.4,0.5,0.9,.154,,2.6,0.4,3.0,0.4,31034483,33517241,https://www.2kratings.com/wp-content/uploads/Tobias-Harris-2K-Rating.png
Shaquille Harrison,SG,26,UTA,43,484,17.8,.559,.255,.303,4.8,15.3,9.8,15.3,3.4,3.7,9.2,18.1,,0.7,0.8,1.5,.153,,0.4,2.4,2.8,0.6,harrish01,SG,27,4,17,17.9,.654,.000,.333,0.0,6.0,3.1,9.5,2.8,0.0,12.7,19.6,,0.0,0.0,0.0,.112,,-1.6,0.6,-1.0,0.0,898310,1678854,https://www.2kratings.com/wp-content/uploads/Shaquille-Harrison-2K-Rating.png
Josh Hart,SF,24,NOP,65,1755,11.9,.563,.665,.216,3.7,22.1,12.8,8.2,1.7,1.1,11.4,15.3,,1.3,1.8,3.1,.085,,-1.1,0.4,-0.7,0.6,hartjo01,SF,25,9,253,11.9,.574,.632,.368,3.9,28.7,16.4,6.1,1.7,0.5,10.8,12.5,,0.2,0.4,0.6,.123,,-1.2,0.6,-0.6,0.1,1934160,3491159,https://www.2kratings.com/wp-content/uploads/Josh-Hart-2K-Rating.png
Isaiah Hartenstein,C,21,DEN,23,266,18.6,.674,.075,.418,11.3,24.3,17.7,10.0,1.6,3.9,16.8,14.8,,0.7,0.4,1.1,.190,,-1.0,1.3,0.3,0.2,harteis01,C,22,7,66,19.2,.525,.000,.370,25.4,17.2,21.2,6.9,2.2,8.3,18.2,25.0,,0.0,0.1,0.1,.085,,-3.9,-2.1,-6.0,-0.1,1416852,1445697,https://www.2kratings.com/wp-content/uploads/Isaiah-Hartenstein-2K-Rating.png
Udonis Haslem,C,39,MIA,4,44,6.5,.470,.273,.364,2.6,36.7,20.3,3.2,0.0,0.0,7.3,13.8,,0.0,0.1,0.0,.041,,-6.1,-1.4,-7.6,-0.1,hasleud01,,,,,,,,,,,,,,,,,,,,,,,,,,,2564753,2564753,https://www.2kratings.com/wp-content/uploads/Udonis-Haslem-2K-Rating.png
Jaxson Hayes,C,19,NOP,64,1080,17.6,.689,.015,.734,9.5,16.0,12.7,7.2,1.1,4.3,13.4,15.0,,2.8,1.1,3.9,.171,,-0.9,0.6,-0.3,0.5,hayesja02,C,20,9,100,12.2,.596,.000,.529,11.0,23.9,17.5,7.0,1.0,5.8,22.3,11.5,,0.1,0.2,0.3,.124,,-3.7,1.2,-2.5,0.0,4862040,5105160,https://www.2kratings.com/wp-content/uploads/Jaxson-Hayes-2K-Rating.png
Gordon Hayward,SF,29,CHO,52,1740,18.1,.595,.317,.207,3.4,17.8,10.7,18.7,1.1,1.2,11.2,21.1,,3.5,2.2,5.7,.158,,2.6,0.1,2.7,2.0,haywago01,SF,30,10,348,18.0,.591,.331,.205,1.7,14.8,8.1,20.3,2.1,0.8,10.8,24.7,,0.5,0.4,0.9,.125,,1.7,-0.5,1.2,0.3,32700690,28500000,https://www.2kratings.com/wp-content/uploads/Gordon-Hayward-2K-Rating.png
John Henson,C,29,TOT,40,600,17.0,.578,.211,.269,8.5,21.8,15.1,13.4,2.0,6.0,15.8,16.3,,0.6,0.8,1.4,.109,,-1.2,2.1,0.9,0.4,hensojo01,,,,,,,,,,,,,,,,,,,,,,,,,,,9732396,,https://www.basketball-reference.com/req/202101021/images/players/hensojo01.jpg
Dewan Hernandez,C,23,TOR,6,28,12.9,.432,.143,.357,19.3,33.2,26.4,16.4,1.7,0.0,15.6,29.3,,0.0,0.1,0.0,.043,,-6.6,-3.0,-9.6,-0.1,hernade01,,,,,,,,,,,,,,,,,,,,,,,,,,,898310,,https://www.basketball-reference.com/req/202101021/images/players/hernade01.jpg
