player,2020_pos,2020_age,team_id,2020_g,2020_mp,2020_per,2020_ts_pct,2020_fg3a_per_fga_pct,2020_fta_per_fga_pct,2020_orb_pct,2020_drb_pct,2020_trb_pct,2020_ast_pct,2020_stl_pct,2020_blk_pct,2020_tov_pct,2020_usg_pct,2020_ws-dum,2020_ows,2020_dws,2020_ws,2020_ws_per_48,2020_bpm-dum,2020_obpm,2020_dbpm,2020_bpm,2020_vorp,player_id,2021_pos,2021_age,2021_g,2021_mp,2021_per,2021_ts_pct,2021_fg3a_per_fga_pct,2021_fta_per_fga_pct,2021_orb_pct,2021_drb_pct,2021_trb_pct,2021_ast_pct,2021_stl_pct,2021_blk_pct,2021_tov_pct,2021_usg_pct,2021_ws-dum,2021_ows,2021_dws,2021_ws,2021_ws_per_48,2021_bpm-dum,2021_obpm,2021_dbpm,2021_bpm,2021_vorp,2020_salary,2021_salary,img_link
Christian Wood,PF,24,HOU,62,1325,23.2,.659,.276,.476,8.8,24.8,16.7,7.6,1.3,3.4,12.0,23.0,,3.6,1.5,5.1,.183,,3.5,-0.3,3.1,1.7,woodch01,C,25,6,205,25.1,.610,.265,.284,7.4,26.9,17.6,6.9,1.4,4.9,7.3,26.9,,0.5,0.3,0.8,.195,,2.2,-0.5,1.7,0.2,1645357,13015874,https://www.2kratings.com/wp-content/uploads/Christian-Wood-2K-Rating.png
Delon Wright,PG,27,DET,73,1570,15.4,.554,.309,.243,4.7,13.8,9.4,21.0,2.6,1.2,13.8,14.4,,2.6,1.8,4.4,.134,,0.0,1.8,1.9,1.5,wrighde01,SG,28,9,220,13.6,.576,.327,.382,3.2,10.9,6.8,20.5,1.1,1.8,14.6,14.5,,0.3,0.1,0.4,.089,,-0.4,-0.3,-0.7,0.1,9473684,9000000,https://www.2kratings.com/wp-content/uploads/Delon-Wright-2K-Rating.png
Justin Wright-Foreman,PG,22,UTA,4,45,8.8,.437,.500,.200,0.0,11.8,6.1,23.0,2.2,0.0,12.1,24.1,,-0.1,0.1,0.0,-0.008,,-7.0,-2.0,-9.0,-0.1,wrighju02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/req/202101021/images/players/wrighju02.jpg
Thaddeus Young,PF,31,CHI,64,1591,13.3,.521,.369,.120,6.2,16.1,10.9,11.3,2.8,1.4,13.9,19.7,,-0.2,2.1,1.9,.058,,-1.4,0.2,-1.2,0.3,youngth01,PF,32,6,152,12.0,.613,.208,.083,6.6,11.4,9.1,17.3,1.5,1.2,25.5,18.1,,0.0,0.1,0.1,.027,,-2.6,-1.4,-4.0,-0.1,12900000,13545000,https://www.2kratings.com/wp-content/uploads/Thaddeus-Young-2K-Rating.png
Trae Young,PG,21,ATL,60,2120,23.9,.595,.455,.448,1.6,11.5,6.5,45.6,1.4,0.3,16.2,34.9,,5.3,0.6,5.9,.133,,6.2,-2.3,3.9,3.1,youngtr01,PG,22,9,305,20.2,.569,.325,.604,4.4,7.7,6.1,40.9,0.6,0.3,17.7,32.2,,0.7,0.1,0.9,.139,,3.9,-3.1,0.8,0.2,6273000,6571800,https://www.2kratings.com/wp-content/uploads/Trae-Young-2K-Rating.png
Cody Zeller,C,27,CHO,58,1341,18.8,.576,.157,.374,12.6,21.2,16.7,11.3,1.5,1.7,11.9,20.8,,2.3,1.3,3.6,.129,,0.2,-0.8,-0.6,0.5,zelleco01,C,28,1,19,14.3,.466,.333,.167,5.3,11.3,8.2,0.0,7.5,5.2,13.4,16.6,,0.0,0.1,0.0,.046,,-3.9,1.6,-2.3,0.0,14471910,15415730,https://www.2kratings.com/wp-content/uploads/Cody-Zeller-2K-Rating.png
Tyler Zeller,C,30,SAS,2,4,22.4,.250,.000,.000,80.9,26.9,53.9,0.0,0.0,0.0,0.0,43.2,,0.0,0.0,0.0,-0.075,,-0.3,-22.1,-22.4,0.0,zellety01,,,,,,,,,,,,,,,,,,,,,,,,,,,245686,,https://www.basketball-reference.com/req/202101021/images/players/zellety01.jpg
Ante Žižić,C,23,CLE,22,221,16.4,.597,.000,.264,9.0,24.4,16.6,4.2,1.5,1.9,11.1,17.5,,0.3,0.2,0.5,.106,,-1.7,-1.5,-3.2,-0.1,zizican01,,,,,,,,,,,,,,,,,,,,,,,,,,,2281800,,https://www.basketball-reference.com/req/202101021/images/players/zizican01.jpg
Ivica Zubac,C,22,LAC,72,1326,21.7,.651,.005,.431,15.9,26.4,21.3,9.1,0.6,4.4,11.8,16.4,,4.4,2.3,6.6,.241,,1.9,0.8,2.8,1.6,zubaciv01,C,23,10,179,19.0,.762,.000,.711,9.1,15.4,12.3,7.4,1.1,5.1,18.1,15.1,,0.5,0.1,0.7,.186,,0.1,-0.4,-0.3,0.1,6481482,7000000,https://www.2kratings.com/wp-content/uploads/Ivica-Zubac-2K-Rating.png
Precious Achiuwa,,,MIA,,,,,,,,,,,,,,,,,,,,,,,,,achiupr01,PF,21,8,121,13.8,.596,.000,.564,11.9,19.1,15.8,7.9,0.8,2.4,18.4,21.7,,0.1,0.2,0.2,.086,,-4.1,-1.0,-5.0,-0.1,,2582160,https://www.2kratings.com/wp-content/uploads/Precious-Achiuwa-2K-Rating.png
Jaylen Adams,,,MIL,,,,,,,,,,,,,,,,,,,,,,,,,adamsja01,PG,24,1,1,-39.5,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.6,,0.0,0.0,0.0,-0.981,,-36.5,-20.9,-57.4,0.0,100000,,https://www.2kratings.com/wp-content/uploads/Jaylen-Adams-2K-Rating.png
Ty-Shon Alexander,,,PHO,,,,,,,,,,,,,,,,,,,,,,,,,alexaty01,SG,22,2,5,-19.6,.000,.333,.000,0.0,22.2,11.3,24.0,0.0,0.0,0.0,27.2,,-0.1,0.0,-0.1,-0.536,,-23.5,-5.5,-29.0,0.0,,,https://www.2kratings.com/wp-content/uploads/Ty-Shon-Alexander-2K-Rating.png
Cole Anthony,,,ORL,,,,,,,,,,,,,,,,,,,,,,,,,anthoco01,PG,20,10,233,9.6,.417,.296,.286,4.6,14.9,9.5,20.3,1.0,0.8,12.0,22.7,,-0.3,0.2,0.0,-0.007,,-3.6,-1.9,-5.5,-0.2,,3285120,https://www.2kratings.com/wp-content/uploads/Cole-Anthony-2K-Rating.png
Deni Avdija,,,WAS,,,,,,,,,,,,,,,,,,,,,,,,,avdijde01,SF,20,10,235,11.6,.596,.625,.143,1.3,17.5,9.0,12.2,2.1,1.1,7.7,11.2,,0.3,0.1,0.5,.092,,-0.6,0.2,-0.3,0.1,,4469160,https://www.2kratings.com/wp-content/uploads/Deni-Avdija-2K-Rating.png
Udoka Azubuike,,,UTA,,,,,,,,,,,,,,,,,,,,,,,,,azubuud01,C,21,4,18,20.6,.694,.000,1.000,5.9,11.3,8.7,0.0,2.7,4.4,0.0,13.5,,0.1,0.0,0.1,.222,,-0.5,1.2,0.7,0.0,,1977000,https://www.2kratings.com/wp-content/uploads/Udoka-Azubuike-2K-Rating.png
LaMelo Ball,,,CHO,,,,,,,,,,,,,,,,,,,,,,,,,ballla01,PG,19,10,249,19.9,.538,.417,.231,8.1,18.6,13.2,38.0,2.9,1.2,15.0,23.8,,0.4,0.4,0.8,.150,,3.1,1.3,4.5,0.4,,7839960,https://www.2kratings.com/wp-content/uploads/LaMelo-Ball-2K-Rating.png
Desmond Bane,,,MEM,,,,,,,,,,,,,,,,,,,,,,,,,banede01,SG,22,9,208,10.1,.600,.609,.094,2.5,10.8,6.5,6.1,1.6,0.0,13.0,15.5,,0.1,0.2,0.3,.068,,-2.3,-1.1,-3.4,-0.1,,1936440,https://www.2kratings.com/wp-content/uploads/Desmond-Bane-2K-Rating.png
Saddiq Bey,,,DET,,,,,,,,,,,,,,,,,,,,,,,,,beysa01,SF,21,8,183,12.1,.552,.667,.203,1.7,23.6,11.7,5.8,1.3,0.0,6.2,18.5,,0.1,0.1,0.2,.065,,-0.2,-1.0,-1.3,0.0,,2689920,https://www.2kratings.com/wp-content/uploads/Saddiq-Bey-2K-Rating.png
Keljin Blevins,,,POR,,,,,,,,,,,,,,,,,,,,,,,,,blevike01,SF,25,4,20,-7.0,.167,.500,.000,0.0,0.0,0.0,25.0,2.3,0.0,33.3,19.0,,-0.1,0.0,-0.1,-0.298,,-12.5,-3.5,-16.0,-0.1,,,https://www.2kratings.com/wp-content/uploads/Keljin-Blevins-2K-Rating.png
Facundo Campazzo,,,DEN,,,,,,,,,,,,,,,,,,,,,,,,,campafa01,PG,29,8,98,11.2,.622,.750,.542,0.0,9.3,4.8,14.5,2.5,0.9,19.1,16.1,,0.1,0.1,0.2,.077,,-3.1,-1.3,-4.5,-0.1,,3623000,https://www.2kratings.com/wp-content/uploads/Facundo-Campazzo-2K-Rating.png
Vernon Carey Jr.,,,CHO,,,,,,,,,,,,,,,,,,,,,,,,,careyve01,C,19,1,4,0.6,.000,.500,.000,0.0,26.9,13.0,30.8,0.0,24.6,0.0,21.1,,0.0,0.0,0.0,-0.284,,-9.4,4.7,-4.7,0.0,,1350000,https://www.basketball-reference.com/req/202101021/images/players/careyve01.jpg
DeMarcus Cousins,,,HOU,,,,,,,,,,,,,,,,,,,,,,,,,couside01,C,30,5,68,14.8,.395,.290,.419,6.8,38.9,23.6,16.7,2.1,9.9,12.0,27.3,,-0.2,0.2,0.0,.015,,-5.4,2.4,-3.0,0.0,3500000,2331593,https://www.2kratings.com/wp-content/uploads/DeMarcus-Cousins-2K-Rating.png
Devon Dotson,,,CHI,,,,,,,,,,,,,,,,,,,,,,,,,dotsode01,PG,21,1,10,6.9,.500,.000,.000,0.0,10.9,5.5,0.0,0.0,0.0,0.0,16.4,,0.0,0.0,0.0,-0.017,,-6.2,-2.3,-8.5,0.0,,,https://www.2kratings.com/wp-content/uploads/Devon-Dotson-2K-Rating.png
Kevin Durant,,,BRK,,,,,,,,,,,,,,,,,,,,,,,,,duranke01,PF,32,6,205,26.0,.661,.314,.495,1.6,18.1,10.4,23.3,1.6,1.9,14.1,30.4,,0.7,0.3,1.0,.238,,5.7,0.8,6.5,0.4,37199000,39058950,https://www.2kratings.com/wp-content/uploads/Kevin-Durant-2K-Rating.png
Anthony Edwards,,,MIN,,,,,,,,,,,,,,,,,,,,,,,,,edwaran01,SG,19,9,237,11.3,.503,.444,.167,3.0,7.8,5.2,12.6,1.2,0.7,11.7,26.8,,-0.1,-0.1,-0.2,-0.043,,-2.3,-3.7,-6.0,-0.2,,9757440,https://www.2kratings.com/wp-content/uploads/Anthony-Edwards-2K-Rating.png
CJ Elleby,,,POR,,,,,,,,,,,,,,,,,,,,,,,,,ellebcj01,SF,20,5,29,11.0,.661,.571,.429,3.6,3.6,3.6,9.7,0.0,3.2,10.7,13.6,,0.1,0.0,0.1,.112,,-3.1,-1.6,-4.7,0.0,,898310,https://www.2kratings.com/wp-content/uploads/CJ-Elleby-2K-Rating.png
Malachi Flynn,,,TOR,,,,,,,,,,,,,,,,,,,,,,,,,flynnma01,PG,22,5,40,2.3,.353,.588,.000,0.0,13.9,6.7,10.8,1.2,0.0,5.6,19.1,,-0.1,0.0,-0.1,-0.096,,-9.3,-3.6,-12.9,-0.1,,1950600,https://www.2kratings.com/wp-content/uploads/Malachi-Flynn-2K-Rating.png
Trent Forrest,,,UTA,,,,,,,,,,,,,,,,,,,,,,,,,forretr01,PG,22,2,9,15.5,1.136,,,0.0,0.0,0.0,13.0,5.3,0.0,0.0,4.1,,0.0,0.0,0.1,.288,,-4.1,5.9,1.8,0.0,,,https://www.2kratings.com/wp-content/uploads/Trent-Forrest-2K-Rating.png
Anthony Gill,,,WAS,,,,,,,,,,,,,,,,,,,,,,,,,gillan01,PF,28,3,11,14.8,1.500,1.000,.000,0.0,10.4,4.9,0.0,4.1,0.0,0.0,3.7,,0.0,0.0,0.0,.147,,3.3,2.0,5.2,0.0,,898310,https://www.2kratings.com/wp-content/uploads/Anthony-Gill-2K-Rating.png
Josh Green,,,DAL,,,,,,,,,,,,,,,,,,,,,,,,,greenjo02,SG,20,7,48,4.6,.510,.200,.400,4.7,13.7,9.2,5.6,0.0,0.0,25.4,7.3,,0.0,0.0,0.0,.036,,-5.8,-1.7,-7.5,-0.1,,2816760,https://www.2kratings.com/wp-content/uploads/Josh-Green-2K-Rating.png
Tyrese Haliburton,,,SAC,,,,,,,,,,,,,,,,,,,,,,,,,halibty01,PG,20,8,229,20.3,.683,.567,.134,3.2,7.1,5.0,28.1,2.3,1.6,10.1,14.5,,0.8,0.0,0.8,.172,,4.0,0.0,4.0,0.3,,3831840,https://www.2kratings.com/wp-content/uploads/Tyrese-Haliburton-2K-Rating.png
Josh Hall,,,OKC,,,,,,,,,,,,,,,,,,,,,,,,,halljo01,SF,20,3,18,-10.4,.169,.625,.250,5.8,16.3,11.2,15.4,0.0,0.0,10.1,24.0,,-0.1,0.0,-0.1,-0.313,,-14.7,-4.8,-19.5,-0.1,,,https://www.2kratings.com/wp-content/uploads/Josh-Hall-2K-Rating.png
R.J. Hampton,,,DEN,,,,,,,,,,,,,,,,,,,,,,,,,hamptrj01,PG,19,6,13,4.5,.500,.250,.000,9.2,8.7,9.0,0.0,0.0,0.0,20.0,16.5,,0.0,0.0,0.0,-0.075,,-7.7,-5.7,-13.4,0.0,,2193480,https://www.basketball-reference.com/req/202101021/images/players/hamptrj01.jpg
Jalen Harris,,,TOR,,,,,,,,,,,,,,,,,,,,,,,,,harrija01,SG,22,1,2,-7.5,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.001,,-14.1,-2.8,-16.9,0.0,,,https://www.2kratings.com/wp-content/uploads/Jalen-Harris-2K-Rating.png
Killian Hayes,,,DET,,,,,,,,,,,,,,,,,,,,,,,,,hayeski01,PG,19,7,148,-1.2,.334,.426,.043,0.7,5.7,3.0,23.7,0.6,0.0,26.2,18.5,,-0.6,0.0,-0.5,-0.178,,-9.3,-4.2,-13.6,-0.4,,5307120,https://www.2kratings.com/wp-content/uploads/Killian-Hayes-2K-Rating.png
Nate Hinton,,,DAL,,,,,,,,,,,,,,,,,,,,,,,,,hintona01,SG,21,1,0,,.000,1.000,.000,,,,,,,0.0,,,0.0,0.0,0.0,,,-81.4,-51.4,-132.7,0.0,,,https://www.2kratings.com/wp-content/uploads/Nate-Hinton-2K-Rating.png
Markus Howard,,,DEN,,,,,,,,,,,,,,,,,,,,,,,,,howarma02,SG,21,4,4,-20.5,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,,0.0,0.0,0.0,-0.533,,-20.4,-12.6,-33.0,0.0,,,https://www.2kratings.com/wp-content/uploads/Markus-Howard-2K-Rating.png
Elijah Hughes,,,UTA,,,,,,,,,,,,,,,,,,,,,,,,,hugheel01,SF,22,4,17,4.7,.340,.600,.400,0.0,17.9,9.2,16.0,2.8,4.7,14.5,34.2,,-0.1,0.0,-0.1,-0.190,,-7.4,-1.3,-8.8,0.0,,898310,https://www.2kratings.com/wp-content/uploads/Elijah-Hughes-2K-Rating.png
Isaiah Joe,,,PHI,,,,,,,,,,,,,,,,,,,,,,,,,joeis01,SG,21,5,72,1.9,.290,.640,.080,4.7,8.2,6.6,10.4,1.3,1.2,7.2,16.2,,-0.2,0.1,-0.1,-0.061,,-6.9,-1.8,-8.7,-0.1,,898310,https://www.2kratings.com/wp-content/uploads/Isaiah-Joe-2K-Rating.png
Mason Jones,,,HOU,,,,,,,,,,,,,,,,,,,,,,,,,jonesma05,SG,22,1,7,7.3,.333,.333,.000,16.6,0.0,7.9,41.2,0.0,0.0,25.0,25.4,,0.0,0.0,0.0,-0.119,,-5.4,-5.7,-11.1,0.0,,,https://www.2kratings.com/wp-content/uploads/Mason-Jones-2K-Rating.png
Tre Jones,,,SAS,,,,,,,,,,,,,,,,,,,,,,,,,jonestr01,PG,21,3,10,47.1,.661,.000,.429,29.2,0.0,15.2,20.9,0.0,0.0,0.0,35.4,,0.1,0.0,0.1,.469,,15.3,-2.5,12.8,0.0,,898310,https://www.2kratings.com/wp-content/uploads/Tre-Jones-2K-Rating.png
Nathan Knight,,,ATL,,,,,,,,,,,,,,,,,,,,,,,,,knighna01,PF,23,5,19,21.0,.686,.500,.625,21.9,16.2,19.0,0.0,0.0,4.7,22.7,28.8,,0.0,0.0,0.1,.148,,0.3,-2.2,-1.9,0.0,,,https://www.2kratings.com/wp-content/uploads/Nathan-Knight-2K-Rating.png
Saben Lee,,,DET,,,,,,,,,,,,,,,,,,,,,,,,,leesa01,PG,21,1,12,-2.7,.296,.200,.800,8.5,0.0,4.6,11.6,8.0,0.0,30.7,34.4,,-0.1,0.0,-0.1,-0.386,,-13.6,-0.9,-14.4,0.0,,,https://www.2kratings.com/wp-content/uploads/Saben-Lee-2K-Rating.png
Kira Lewis Jr.,,,NOP,,,,,,,,,,,,,,,,,,,,,,,,,lewiski01,PG,19,2,13,3.0,.286,.286,.000,0.0,0.0,0.0,11.8,3.7,0.0,0.0,23.0,,0.0,0.0,0.0,-0.113,,-6.7,-1.4,-8.1,0.0,,3640200,https://www.basketball-reference.com/req/202101021/images/players/lewiski01.jpg
Théo Maledon,,,OKC,,,,,,,,,,,,,,,,,,,,,,,,,maledth01,PG,19,8,165,5.6,.500,.625,.188,0.6,9.5,5.2,20.2,1.4,0.0,24.7,18.3,,-0.3,0.2,-0.1,-0.029,,-6.1,-1.2,-7.3,-0.2,,2000000,https://www.2kratings.com/wp-content/uploads/Theo-Maledon-2K-Rating.png
Karim Mané,,,ORL,,,,,,,,,,,,,,,,,,,,,,,,,maneka01,PG,20,4,47,-2.3,.228,.143,.571,0.0,20.8,9.9,2.6,0.0,1.9,25.5,10.5,,-0.2,0.0,-0.1,-0.124,,-10.6,-2.3,-12.9,-0.1,,,https://www.2kratings.com/wp-content/uploads/Karim-Mane-2K-Rating.png
Nico Mannion,,,GSW,,,,,,,,,,,,,,,,,,,,,,,,,mannini01,PG,19,1,8,-1.2,.000,.500,.000,0.0,25.8,13.0,29.9,0.0,0.0,0.0,10.4,,0.0,0.0,0.0,-0.131,,-11.7,-2.2,-13.9,0.0,,,https://www.2kratings.com/wp-content/uploads/Nico-Mannion-2K-Rating.png
Kenyon Martin Jr.,,,HOU,,,,,,,,,,,,,,,,,,,,,,,,,martike04,SF,20,1,5,69.9,1.167,.333,.000,0.0,21.2,11.1,0.0,9.6,0.0,0.0,26.7,,0.0,0.0,0.1,.578,,22.1,12.9,35.0,0.1,,898310,https://www.basketball-reference.com/req/202101021/images/players/martike04.jpg
Dakota Mathias,,,PHI,,,,,,,,,,,,,,,,,,,,,,,,,mathida01,SG,25,5,71,12.1,.521,.500,.143,1.6,4.2,3.0,16.1,0.7,1.2,3.3,18.1,,0.1,0.1,0.1,.099,,-0.3,-1.3,-1.6,0.0,,,https://www.2kratings.com/wp-content/uploads/Dakota-Mathias-2K-Rating.png
Tyrese Maxey,,,PHI,,,,,,,,,,,,,,,,,,,,,,,,,maxeyty01,SG,20,10,185,15.2,.535,.234,.011,1.2,10.7,6.3,17.4,1.8,0.5,6.9,22.9,,0.1,0.2,0.4,.095,,-0.5,0.3,-0.2,0.1,,2478840,https://www.2kratings.com/wp-content/uploads/Tyrese-Maxey-2K-Rating.png
Skylar Mays,,,ATL,,,,,,,,,,,,,,,,,,,,,,,,,mayssk01,SG,23,2,6,-9.3,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,,0.0,0.0,0.0,-0.162,,-11.0,-3.8,-14.8,0.0,,,https://www.2kratings.com/wp-content/uploads/Skylar-Mays-2K-Rating.png
Jaden McDaniels,,,MIN,,,,,,,,,,,,,,,,,,,,,,,,,mcdanja02,PF,20,5,37,17.9,.715,.727,.182,5.4,18.8,11.7,15.6,2.5,2.3,20.2,16.7,,0.1,0.0,0.1,.116,,0.8,0.3,1.0,0.0,,1964760,https://www.2kratings.com/wp-content/uploads/Jaden-McDaniels-2K-Rating.png
Sean McDermott,,,MEM,,,,,,,,,,,,,,,,,,,,,,,,,mcderse01,SF,24,3,42,2.5,.444,.714,.286,4.9,2.5,3.7,9.0,0.0,0.0,27.6,10.9,,0.0,0.0,0.0,-0.043,,-5.8,-3.6,-9.4,-0.1,,,https://www.2kratings.com/wp-content/uploads/Sean-McDermott-2K-Rating.png
Sam Merrill,,,MIL,,,,,,,,,,,,,,,,,,,,,,,,,merrisa01,SG,24,6,40,17.7,.788,.750,.250,8.2,15.5,12.0,23.9,1.2,0.0,25.3,12.3,,0.2,0.0,0.2,.225,,4.1,0.4,4.4,0.1,,898310,https://www.2kratings.com/wp-content/uploads/Sam-Merrill-2K-Rating.png
Darius Miller,,,OKC,,,,,,,,,,,,,,,,,,,,,,,,,milleda01,SF,30,1,7,-3.1,.500,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,,0.0,0.0,0.0,-0.201,,-7.8,-6.1,-14.0,0.0,7250000,7000000,https://www.2kratings.com/wp-content/uploads/Darius-Miller-2K-Rating.png
Aaron Nesmith,,,BOS,,,,,,,,,,,,,,,,,,,,,,,,,nesmiaa01,SF,21,3,39,-2.1,.333,.750,.000,2.8,11.6,7.1,3.2,0.0,2.3,14.3,15.2,,-0.1,0.0,-0.1,-0.112,,-9.2,-4.7,-13.9,-0.1,,3458400,https://www.2kratings.com/wp-content/uploads/Aaron-Nesmith-2K-Rating.png
Zeke Nnaji,,,DEN,,,,,,,,,,,,,,,,,,,,,,,,,nnajize01,PF,20,4,7,-2.8,.250,.500,.000,17.1,0.0,8.3,0.0,0.0,0.0,0.0,24.6,,0.0,0.0,0.0,-0.216,,-11.6,-11.0,-22.7,0.0,,2379840,https://www.2kratings.com/wp-content/uploads/Zeke-Nnaji-2K-Rating.png
Jordan Nwora,,,MIL,,,,,,,,,,,,,,,,,,,,,,,,,nworajo01,SF,22,7,69,17.7,.678,.419,.323,1.6,21.0,11.6,0.0,2.7,1.3,18.4,26.1,,0.1,0.1,0.2,.112,,-1.5,-0.6,-2.1,0.0,,898310,https://www.2kratings.com/wp-content/uploads/Jordan-Nwora-2K-Rating.png
Chuma Okeke,,,ORL,,,,,,,,,,,,,,,,,,,,,,,,,okekech01,PF,22,5,91,8.4,.451,.500,.429,5.4,9.6,7.4,11.3,1.6,1.0,15.3,9.1,,0.0,0.1,0.1,.054,,-1.9,-0.6,-2.6,0.0,,3121080,https://www.2kratings.com/wp-content/uploads/Chuma-Okeke-2K-Rating.png
Isaac Okoro,,,CLE,,,,,,,,,,,,,,,,,,,,,,,,,okorois01,SG,20,5,176,3.5,.466,.355,.323,1.2,5.0,3.1,7.9,0.6,1.1,16.5,10.5,,-0.1,0.2,0.0,.012,,-6.3,-1.1,-7.4,-0.2,,6400920,https://www.2kratings.com/wp-content/uploads/Isaac-Okoro-2K-Rating.png
Daniel Oturu,,,LAC,,,,,,,,,,,,,,,,,,,,,,,,,oturuda01,C,21,5,23,19.1,.625,.125,.000,5.1,30.0,17.6,14.3,0.0,8.8,11.1,17.4,,0.0,0.0,0.1,.145,,-0.6,1.0,0.4,0.0,,898310,https://www.2kratings.com/wp-content/uploads/Daniel-Oturu-2K-Rating.png
Reggie Perry,,,BRK,,,,,,,,,,,,,,,,,,,,,,,,,perryre01,PF,20,4,20,3.8,.371,.333,.111,5.4,33.3,20.2,27.8,0.0,0.0,24.1,26.0,,-0.1,0.0,0.0,-0.105,,-7.6,0.6,-7.0,0.0,,,https://www.2kratings.com/wp-content/uploads/Reggie-Perry-2K-Rating.png
Aleksej Pokusevski,,,OKC,,,,,,,,,,,,,,,,,,,,,,,,,pokusal01,PF,19,6,98,0.4,.231,.731,.000,2.1,22.9,12.8,9.9,2.4,4.8,29.7,16.5,,-0.5,0.2,-0.3,-0.163,,-9.4,1.9,-7.5,-0.1,,2964840,https://www.2kratings.com/wp-content/uploads/Aleksej-Pokusevski-2K-Rating.png
Payton Pritchard,,,BOS,,,,,,,,,,,,,,,,,,,,,,,,,pritcpa01,SG,23,10,229,14.0,.629,.406,.156,2.4,9.4,5.8,18.2,2.7,1.2,21.7,16.1,,0.3,0.2,0.5,.095,,-1.3,0.5,-0.8,0.1,,2035800,https://www.2kratings.com/wp-content/uploads/Payton-Pritchard-2K-Rating.png
Immanuel Quickley,,,NYK,,,,,,,,,,,,,,,,,,,,,,,,,quickim01,PG,21,5,69,15.6,.572,.417,.458,0.0,7.3,3.7,17.2,2.8,2.8,12.2,20.7,,0.1,0.1,0.2,.145,,-0.8,1.9,1.1,0.1,,2105520,https://www.2kratings.com/wp-content/uploads/Immanuel-Quickley-2K-Rating.png
Jahmi'us Ramsey,,,SAC,,,,,,,,,,,,,,,,,,,,,,,,,ramseja01,SG,19,4,16,11.7,.625,.750,.000,0.0,28.9,13.6,8.8,0.0,5.6,20.0,13.2,,0.0,0.0,0.0,.016,,-2.0,-1.9,-3.9,0.0,,1000000,https://www.2kratings.com/wp-content/uploads/Jahmius-Ramsey-2K-Rating.png
Paul Reed,,,PHI,,,,,,,,,,,,,,,,,,,,,,,,,reedpa01,PF,21,2,28,8.4,.400,.100,.000,24.3,3.5,13.2,9.8,1.7,3.0,28.6,20.9,,-0.1,0.0,0.0,-0.054,,-6.1,-3.0,-9.1,0.0,,,https://www.2kratings.com/wp-content/uploads/Paul-Reed-2K-Rating.png
Nick Richards,,,CHO,,,,,,,,,,,,,,,,,,,,,,,,,richani01,PF,23,3,11,19.4,.868,.000,1.000,9.1,29.4,18.9,0.0,0.0,0.0,0.0,11.1,,0.0,0.0,0.1,.234,,1.4,-1.1,0.3,0.0,,1000000,https://www.2kratings.com/wp-content/uploads/Nick-Richards-2K-Rating.png
Deividas Sirvydis,,,DET,,,,,,,,,,,,,,,,,,,,,,,,,sirvyde01,SG,20,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.014,,-6.9,-3.2,-10.1,0.0,,898310,https://www.2kratings.com/wp-content/uploads/Deividas-Sirvydis-2K-Rating.png
Jalen Smith,,,PHO,,,,,,,,,,,,,,,,,,,,,,,,,smithja04,PF,20,2,20,7.4,.340,.200,.400,17.2,11.1,14.1,6.8,0.0,4.5,14.5,15.6,,0.0,0.0,0.0,-0.010,,-2.7,-1.9,-4.6,0.0,,4245720,https://www.2kratings.com/wp-content/uploads/Jalen-Smith-2K-Rating.png
Cassius Stanley,,,IND,,,,,,,,,,,,,,,,,,,,,,,,,stanlca01,SG,21,3,6,24.8,.833,.333,.000,19.1,18.6,18.8,0.0,0.0,0.0,25.0,29.0,,0.0,0.0,0.0,.101,,6.0,-2.6,3.4,0.0,,,https://www.2kratings.com/wp-content/uploads/Cassius-Stanley-2K-Rating.png
Lamar Stevens,,,CLE,,,,,,,,,,,,,,,,,,,,,,,,,stevela01,PF,23,6,75,4.5,.406,.227,.273,2.8,14.7,8.6,1.9,2.0,0.0,10.9,16.1,,-0.1,0.1,0.0,-0.006,,-6.6,-1.1,-7.6,-0.1,,,https://www.2kratings.com/wp-content/uploads/Lamar-Stevens-2K-Rating.png
Isaiah Stewart,,,DET,,,,,,,,,,,,,,,,,,,,,,,,,stewais01,C,19,7,120,11.1,.462,.000,.185,16.1,16.0,16.1,4.8,0.8,5.1,14.6,12.1,,0.1,0.1,0.1,.059,,-4.9,-2.2,-7.1,-0.2,,3121080,https://www.2kratings.com/wp-content/uploads/Isaiah-Stewart-2K-Rating.png
Jae'Sean Tate,,,HOU,,,,,,,,,,,,,,,,,,,,,,,,,tateja01,SF,25,7,168,10.6,.619,.316,.289,4.8,13.2,9.2,8.4,1.4,0.5,17.4,13.7,,0.1,0.1,0.3,.082,,-3.2,-0.6,-3.7,-0.1,,1445967,https://www.2kratings.com/wp-content/uploads/JaeSean-Tate-2K-Rating.png
