player,2020_pos,2020_age,team_id,2020_g,2020_gs,2020_mp_per_g,2020_fg_per_g,2020_fga_per_g,2020_fg_pct,2020_fg3_per_g,2020_fg3a_per_g,2020_fg3_pct,2020_fg2_per_g,2020_fg2a_per_g,2020_fg2_pct,2020_efg_pct,2020_ft_per_g,2020_fta_per_g,2020_ft_pct,2020_orb_per_g,2020_drb_per_g,2020_trb_per_g,2020_ast_per_g,2020_stl_per_g,2020_blk_per_g,2020_tov_per_g,2020_pf_per_g,2020_pts_per_g,player_id,2021_pos,2021_age,2021_g,2021_gs,2021_mp_per_g,2021_fg_per_g,2021_fga_per_g,2021_fg_pct,2021_fg3_per_g,2021_fg3a_per_g,2021_fg3_pct,2021_fg2_per_g,2021_fg2a_per_g,2021_fg2_pct,2021_efg_pct,2021_ft_per_g,2021_fta_per_g,2021_ft_pct,2021_orb_per_g,2021_drb_per_g,2021_trb_per_g,2021_ast_per_g,2021_stl_per_g,2021_blk_per_g,2021_tov_per_g,2021_pf_per_g,2021_pts_per_g,2020_mp,2020_per,2020_ts_pct,2020_fg3a_per_fga_pct,2020_fta_per_fga_pct,2020_orb_pct,2020_drb_pct,2020_trb_pct,2020_ast_pct,2020_stl_pct,2020_blk_pct,2020_tov_pct,2020_usg_pct,2020_ws-dum,2020_ows,2020_dws,2020_ws,2020_ws_per_48,2020_bpm-dum,2020_obpm,2020_dbpm,2020_bpm,2020_vorp,2021_mp,2021_per,2021_ts_pct,2021_fg3a_per_fga_pct,2021_fta_per_fga_pct,2021_orb_pct,2021_drb_pct,2021_trb_pct,2021_ast_pct,2021_stl_pct,2021_blk_pct,2021_tov_pct,2021_usg_pct,2021_ws-dum,2021_ows,2021_dws,2021_ws,2021_ws_per_48,2021_bpm-dum,2021_obpm,2021_dbpm,2021_bpm,2021_vorp,2020_salary,2021_salary,img_link,2021_preseason_salary,position
Kenrich Williams,PF,25,FA,39,18,21.3,1.3,3.8,.347,0.6,2.5,.258,0.7,1.3,.520,.432,0.2,0.7,.346,1.3,3.5,4.8,1.5,0.7,0.5,0.6,2.3,3.5,willike04,PF,26,44,6,19.6,3.0,5.1,.580,0.6,1.4,.444,2.3,3.7,.632,.642,0.5,0.8,.541,1.3,2.8,4.0,1.9,0.7,0.2,1.0,1.8,7.0,832,7.5,.429,.660,.177,6.5,17.3,11.9,8.4,1.5,2.1,12.2,8.9,,0.1,0.8,0.9,.050,,-3.4,0.9,-2.4,-0.1,861,14.8,.640,.279,.164,6.9,14.8,10.9,14.6,1.7,0.8,15.1,14.4,,1.3,1.0,2.3,.128,,-0.8,1.0,0.3,0.5,1416852,2000000,https://www.2kratings.com/wp-content/uploads/Kenrich-Williams-2K-Rating.png,,PF
Lou Williams,PG,33,LAC,65,8,28.7,6.0,14.4,.418,1.7,4.8,.352,4.3,9.6,.451,.477,4.5,5.2,.861,0.5,2.6,3.1,5.6,0.7,0.2,2.8,1.2,18.2,willilo02,PG,34,42,3,21.9,4.3,10.2,.421,1.1,2.8,.378,3.2,7.4,.437,.473,2.5,2.8,.866,0.4,1.7,2.1,3.4,0.9,0.1,1.6,1.0,12.1,1864,17.3,.546,.337,.362,1.8,9.2,5.6,30.1,1.1,0.6,14.4,28.4,,2.3,1.8,4.1,.105,,2.2,-1.4,0.8,1.3,918,15.8,.529,.277,.277,1.9,8.7,5.4,23.2,2.1,0.4,12.0,26.5,,0.7,0.9,1.6,.082,,-0.5,-1.4,-1.9,0.0,8000000,8000000,https://www.2kratings.com/wp-content/uploads/Lou-Williams-2K-Rating.png,8000000,PG
Marvin Williams,PF,33,FA,58,1,19.5,2.1,4.6,.446,1.0,2.7,.359,1.1,1.9,.568,.551,0.8,1.0,.860,0.5,2.6,3.2,1.0,0.6,0.5,0.6,1.8,5.9,willima02,,,,,,,,,,,,,,,,,,,,,,,,,,,,1129,11.2,.587,.584,.213,2.8,14.3,8.5,7.6,1.6,2.4,10.2,12.5,,1.1,1.3,2.4,.102,,-1.6,1.0,-0.6,0.4,,,,,,,,,,,,,,,,,,,,,,,,956349,,https://www.basketball-reference.com/req/202101021/images/players/willima02.jpg,,PF
Robert Williams,C,22,BOS,29,1,13.4,2.2,3.0,.727,0.0,0.0,,2.2,3.0,.727,.727,0.8,1.2,.647,1.4,3.0,4.4,0.9,0.8,1.2,0.7,1.8,5.2,williro04,C,23,37,0,17.2,3.4,4.7,.730,0.0,0.0,.000,3.4,4.7,.734,.730,0.8,1.4,.620,2.4,4.0,6.4,1.3,0.8,1.7,1.0,1.9,7.7,388,23.1,.728,.000,.386,11.2,24.0,17.7,10.1,2.7,8.4,16.9,13.6,,1.1,1.0,2.0,.253,,0.8,4.3,5.1,0.7,636,26.9,.727,.006,.287,15.6,26.2,20.8,11.6,2.4,9.4,15.9,15.8,,2.1,1.2,3.4,.255,,3.1,3.1,6.2,1.3,1937520,2029920,https://www.basketball-reference.com/req/202101021/images/players/williro04.jpg,2029920,C
Nigel Williams-Goss,PG,25,UTA,10,0,5.0,0.5,1.6,.313,0.2,0.7,.286,0.3,0.9,.333,.375,0.2,0.2,1.000,0.2,0.4,0.6,0.6,0.3,0.1,0.3,0.6,1.4,willini01,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,8.1,.415,.438,.125,4.6,8.5,6.6,16.4,2.9,1.7,15.1,17.4,,-0.1,0.1,0.0,.017,,-5.2,1.3,-3.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,1500000,,https://www.basketball-reference.com/req/202101021/images/players/willini01.jpg,1517981,PG
Zion Williamson,PF,19,NOP,24,24,27.8,8.8,15.0,.583,0.3,0.6,.429,8.5,14.4,.590,.592,4.8,7.4,.640,2.7,3.6,6.3,2.1,0.7,0.4,2.5,1.8,22.5,willizi01,PF,20,41,41,32.7,9.9,15.9,.621,0.2,0.5,.350,9.7,15.4,.629,.626,5.9,8.3,.708,2.7,4.4,7.0,3.4,0.9,0.7,2.5,2.3,25.7,668,24.1,.616,.039,.494,10.1,13.7,11.9,13.3,1.1,1.1,11.9,30.5,,1.5,0.4,2.0,.141,,3.5,-1.4,2.1,0.7,1339,27.2,.659,.031,.521,9.1,14.8,12.0,17.9,1.3,2.1,11.5,28.6,,5.2,0.7,5.9,.212,,5.2,-0.5,4.7,2.3,9757440,10245480,https://www.2kratings.com/wp-content/uploads/Zion-Williamson-2K-Rating.png,10245480,PF
D.J. Wilson,PF,23,MIL,37,1,9.8,1.4,3.6,.394,0.5,2.0,.247,0.9,1.6,.576,.462,0.3,0.5,.611,0.3,2.2,2.5,0.7,0.1,0.1,0.5,0.9,3.6,wilsodj01,PF,24,16,0,9.8,1.5,3.9,.387,0.8,2.3,.361,0.7,1.6,.423,.492,0.3,0.4,.714,0.3,2.1,2.4,0.3,0.1,0.3,0.3,1.3,4.1,363,8.2,.475,.553,.136,3.5,20.5,12.5,9.1,0.4,1.2,12.0,18.1,,-0.3,0.6,0.3,.046,,-4.1,0.1,-4.0,-0.2,156,9.4,.507,.581,.113,3.4,22.9,13.2,3.5,0.3,2.8,7.1,18.9,,0.0,0.2,0.1,.043,,-4.0,-1.6,-5.6,-0.1,2961120,4548280,https://www.basketball-reference.com/req/202101021/images/players/wilsodj01.jpg,4548280,PF
Justise Winslow,SG,23,MEM,11,5,32.0,4.5,11.7,.388,0.5,2.5,.222,4.0,9.3,.431,.411,1.6,2.5,.667,1.5,5.2,6.6,4.0,0.6,0.5,2.2,3.5,11.3,winslju01,SF,24,14,0,21.4,3.4,9.4,.364,0.4,2.6,.135,3.1,6.8,.453,.383,0.6,1.1,.563,0.9,4.1,5.1,1.9,0.6,0.5,1.6,2.1,7.9,352,8.5,.440,.209,.209,5.3,17.5,11.6,18.7,1.0,1.4,14.6,20.6,,-0.4,0.4,0.0,-0.004,,-3.5,0.0,-3.5,-0.1,299,6.3,.396,.280,.121,4.5,21.5,12.8,12.1,1.4,2.2,13.7,22.7,,-0.8,0.4,-0.4,-0.068,,-6.4,-0.1,-6.5,-0.3,13000000,13000000,https://www.2kratings.com/wp-content/uploads/Justise-Winslow-2K-Rating.png,13000000,SF
Christian Wood,PF,24,FA,62,12,21.4,4.6,8.2,.567,0.9,2.3,.386,3.8,5.9,.636,.620,2.9,3.9,.744,1.7,4.6,6.3,1.0,0.5,0.9,1.4,1.6,13.1,woodch01,C,25,22,22,30.8,8.5,15.4,.550,1.7,4.4,.381,6.8,11.0,.618,.605,2.8,4.1,.670,1.7,8.1,9.8,1.3,0.9,1.4,1.9,2.0,21.4,1325,23.2,.659,.276,.476,8.8,24.8,16.7,7.6,1.3,3.4,12.0,23.0,,3.6,1.5,5.1,.183,,3.5,-0.3,3.1,1.7,678,22.9,.622,.287,.269,5.5,29.4,16.9,8.2,1.3,4.1,9.8,26.4,,1.0,1.0,2.0,.143,,2.9,0.1,3.0,0.9,1645357,13015874,https://www.2kratings.com/wp-content/uploads/Christian-Wood-2K-Rating.png,,C
Delon Wright,PG,27,DAL,73,5,21.5,2.6,5.6,.462,0.6,1.7,.370,2.0,3.9,.504,.519,1.1,1.4,.770,1.0,2.9,3.8,3.3,1.2,0.3,1.0,1.3,6.9,wrighde01,SG,28,36,31,29.2,3.8,8.1,.464,0.9,2.5,.348,2.9,5.7,.515,.517,2.0,2.5,.789,1.0,3.5,4.6,5.0,1.6,0.5,1.3,1.3,10.4,1570,15.4,.554,.309,.243,4.7,13.8,9.4,21.0,2.6,1.2,13.8,14.4,,2.6,1.8,4.4,.134,,0.0,1.8,1.9,1.5,1052,16.6,.562,.304,.307,3.8,13.8,8.7,26.1,2.7,1.6,12.6,15.8,,1.7,1.3,3.0,.136,,1.1,1.8,2.8,1.3,9473684,9000000,https://www.2kratings.com/wp-content/uploads/Delon-Wright-2K-Rating.png,9000000,SG
Justin Wright-Foreman,PG,22,FA,4,0,11.3,1.8,5.0,.350,0.5,2.5,.200,1.3,2.5,.500,.400,0.8,1.0,.750,0.0,1.3,1.3,1.8,0.5,0.0,0.8,1.3,4.8,wrighju02,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,8.8,.437,.500,.200,0.0,11.8,6.1,23.0,2.2,0.0,12.1,24.1,,-0.1,0.1,0.0,-0.008,,-7.0,-2.0,-9.0,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/req/202101021/images/players/wrighju02.jpg,,PG
Thaddeus Young,PF,31,CHI,64,16,24.9,4.2,9.4,.448,1.2,3.5,.356,3.0,5.9,.501,.513,0.7,1.1,.583,1.5,3.5,4.9,1.8,1.4,0.4,1.6,2.1,10.3,youngth01,PF,32,39,7,25.0,5.6,9.5,.593,0.2,0.6,.261,5.5,8.9,.616,.602,0.7,1.4,.547,2.5,4.0,6.4,4.3,1.4,0.6,2.1,2.5,12.1,1591,13.3,.521,.369,.120,6.2,16.1,10.9,11.3,2.8,1.4,13.9,19.7,,-0.2,2.1,1.9,.058,,-1.4,0.2,-1.2,0.3,974,20.9,.603,.062,.144,11.1,17.2,14.2,26.4,2.6,2.1,16.9,20.8,,1.9,1.4,3.3,.165,,1.9,1.9,3.8,1.4,12900000,13545000,https://www.2kratings.com/wp-content/uploads/Thaddeus-Young-2K-Rating.png,13545000,PF
Trae Young,PG,21,ATL,60,60,35.3,9.1,20.8,.437,3.4,9.5,.361,5.7,11.4,.501,.519,8.0,9.3,.860,0.5,3.7,4.3,9.3,1.1,0.1,4.8,1.7,29.6,youngtr01,PG,22,42,42,34.4,7.7,17.9,.432,2.5,6.8,.363,5.3,11.1,.474,.501,7.9,9.0,.874,0.7,3.3,4.0,9.4,0.8,0.2,4.2,1.9,25.8,2120,23.9,.595,.455,.448,1.6,11.5,6.5,45.6,1.4,0.3,16.2,34.9,,5.3,0.6,5.9,.133,,6.2,-2.3,3.9,3.1,1445,22.8,.590,.379,.507,2.4,10.3,6.4,45.2,1.2,0.6,16.2,32.6,,4.2,0.8,5.0,.167,,5.7,-1.6,4.1,2.2,6273000,6571800,https://www.2kratings.com/wp-content/uploads/Trae-Young-2K-Rating.png,6571800,PG
Cody Zeller,C,27,CHO,58,39,23.1,4.3,8.3,.524,0.3,1.3,.240,4.0,7.0,.577,.543,2.1,3.1,.682,2.8,4.3,7.1,1.5,0.7,0.4,1.3,2.4,11.1,zelleco01,C,28,24,20,22.3,3.7,7.4,.500,0.1,0.8,.150,3.6,6.6,.544,.508,1.6,2.4,.684,2.6,4.5,7.1,2.3,0.6,0.5,1.0,2.4,9.2,1341,18.8,.576,.157,.374,12.6,21.2,16.7,11.3,1.5,1.7,11.9,20.8,,2.3,1.3,3.6,.129,,0.2,-0.8,-0.6,0.5,534,16.8,.542,.112,.320,12.5,22.6,17.4,15.2,1.4,2.1,10.6,18.1,,0.9,0.6,1.5,.133,,-0.3,-0.1,-0.4,0.2,14471910,15415730,https://www.2kratings.com/wp-content/uploads/Cody-Zeller-2K-Rating.png,15415730,C
Tyler Zeller,C,30,SAS,2,0,2.0,0.5,2.0,.250,0.0,0.0,,0.5,2.0,.250,.250,0.0,0.0,,1.5,0.5,2.0,0.0,0.0,0.0,0.0,0.0,1.0,zellety01,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,22.4,.250,.000,.000,80.9,26.9,53.9,0.0,0.0,0.0,0.0,43.2,,0.0,0.0,0.0,-0.075,,-0.3,-22.1,-22.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,245686,,https://www.basketball-reference.com/req/202101021/images/players/zellety01.jpg,2436046,C
Ante Žižić,C,23,FA,22,0,10.0,1.9,3.3,.569,0.0,0.0,,1.9,3.3,.569,.569,0.6,0.9,.737,0.8,2.2,3.0,0.3,0.3,0.2,0.5,1.2,4.4,zizican01,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,16.4,.597,.000,.264,9.0,24.4,16.6,4.2,1.5,1.9,11.1,17.5,,0.3,0.2,0.5,.106,,-1.7,-1.5,-3.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,,2281800,,https://www.basketball-reference.com/req/202101021/images/players/zizican01.jpg,,C
Ivica Zubac,C,22,LAC,72,70,18.4,3.3,5.3,.613,0.0,0.0,.000,3.3,5.3,.616,.613,1.7,2.3,.747,2.7,4.8,7.5,1.1,0.2,0.9,0.8,2.3,8.3,zubaciv01,C,23,46,7,21.0,3.3,5.1,.654,0.0,0.0,.000,3.3,5.0,.659,.654,2.0,2.4,.829,2.5,4.6,7.1,1.1,0.4,0.9,1.1,2.4,8.7,1326,21.7,.651,.005,.431,15.9,26.4,21.3,9.1,0.6,4.4,11.8,16.4,,4.4,2.3,6.6,.241,,1.9,0.8,2.8,1.6,964,20.4,.704,.009,.474,13.9,23.9,19.0,7.6,1.0,3.8,14.8,15.2,,3.1,1.3,4.4,.221,,1.0,0.0,1.0,0.7,6481482,7000000,https://www.2kratings.com/wp-content/uploads/Ivica-Zubac-2K-Rating.png,7000000,C
Precious Achiuwa,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,achiupr01,PF,21,43,2,12.9,2.2,3.9,.566,0.0,0.0,,2.2,3.9,.566,.566,1.1,2.1,.516,1.2,2.4,3.6,0.5,0.3,0.5,0.8,1.5,5.5,,,,,,,,,,,,,,,,,,,,,,,,555,14.6,.570,.000,.548,11.1,19.7,15.5,6.1,1.3,3.9,14.9,19.5,,0.2,0.8,1.1,.093,,-2.9,-0.6,-3.6,-0.2,,2582160,https://www.2kratings.com/wp-content/uploads/Precious-Achiuwa-2K-Rating.png,,PF
Jaylen Adams,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,adamsja01,PG,24,7,0,2.6,0.1,1.1,.125,0.0,0.3,.000,0.1,0.9,.167,.125,0.0,0.0,,0.0,0.4,0.4,0.3,0.0,0.0,0.0,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,18,-6.6,.125,.250,.000,0.0,16.9,8.7,12.7,0.0,0.0,0.0,18.6,,-0.1,0.0,-0.1,-0.245,,-14.9,-5.0,-19.8,-0.1,100000,,https://www.2kratings.com/wp-content/uploads/Jaylen-Adams-2K-Rating.png,,PG
Ty-Shon Alexander,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,alexaty01,SG,22,4,0,2.5,0.0,1.0,.000,0.0,0.5,.000,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,10,-13.6,.000,.500,.000,0.0,10.8,5.6,11.3,0.0,0.0,0.0,17.8,,-0.1,0.0,-0.1,-0.364,,-18.0,-6.3,-24.3,-0.1,,,https://www.2kratings.com/wp-content/uploads/Ty-Shon-Alexander-2K-Rating.png,,SG
Cole Anthony,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,anthoco01,PG,20,25,17,26.7,4.0,10.8,.375,1.1,3.3,.325,3.0,7.4,.398,.426,1.8,2.2,.836,0.8,3.6,4.4,3.8,0.7,0.4,2.0,2.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,667,10.2,.469,.309,.204,3.0,14.6,8.7,21.7,1.2,1.5,14.8,22.3,,-0.7,0.6,-0.1,-0.008,,-3.0,-1.1,-4.1,-0.4,,3285120,https://www.2kratings.com/wp-content/uploads/Cole-Anthony-2K-Rating.png,,PG
Deni Avdija,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,avdijde01,SF,20,39,17,21.7,2.4,5.4,.436,1.0,3.0,.328,1.4,2.4,.568,.526,0.4,0.6,.625,0.4,4.1,4.5,1.2,0.6,0.2,0.7,2.7,6.1,,,,,,,,,,,,,,,,,,,,,,,,846,7.6,.535,.550,.114,1.9,20.1,10.9,7.2,1.2,0.9,11.2,12.3,,0.0,0.6,0.6,.035,,-3.6,-0.6,-4.2,-0.5,,4469160,https://www.2kratings.com/wp-content/uploads/Deni-Avdija-2K-Rating.png,,SF
Udoka Azubuike,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,azubuud01,C,21,12,0,4.1,0.3,0.6,.571,0.0,0.0,,0.3,0.6,.571,.571,0.3,0.5,.667,0.3,0.8,1.1,0.0,0.1,0.3,0.3,0.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,49,10.5,.622,.000,.857,9.0,18.8,14.1,0.0,1.0,6.5,23.7,11.1,,0.0,0.1,0.1,.106,,-5.5,1.2,-4.3,0.0,,1977000,https://www.2kratings.com/wp-content/uploads/Udoka-Azubuike-2K-Rating.png,,C
LaMelo Ball,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,ballla01,PG,19,41,21,28.6,5.8,12.8,.451,2.0,5.3,.375,3.8,7.6,.503,.528,2.4,3.0,.789,1.3,4.5,5.9,6.1,1.6,0.3,2.8,2.8,15.9,,,,,,,,,,,,,,,,,,,,,,,,1174,18.5,.562,.411,.234,4.9,17.5,11.1,33.3,2.7,1.2,16.5,25.2,,1.4,1.4,2.9,.117,,1.9,0.8,2.7,1.4,,7839960,https://www.2kratings.com/wp-content/uploads/LaMelo-Ball-2K-Rating.png,,PG
Desmond Bane,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,banede01,SG,22,37,10,22.5,3.5,7.3,.485,1.8,3.9,.455,1.8,3.4,.520,.606,0.7,0.8,.862,0.4,2.5,2.9,1.3,0.7,0.1,1.0,1.9,9.5,,,,,,,,,,,,,,,,,,,,,,,,832,11.9,.622,.530,.107,1.9,12.1,6.8,8.1,1.4,0.6,11.6,16.2,,0.8,0.8,1.6,.094,,-1.1,-0.3,-1.4,0.1,,1936440,https://www.2kratings.com/wp-content/uploads/Desmond-Bane-2K-Rating.png,,SG
Saddiq Bey,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,beysa01,SF,21,41,24,24.4,3.4,8.4,.407,2.2,5.8,.387,1.2,2.6,.453,.541,1.6,1.8,.878,0.6,3.5,4.1,1.2,0.6,0.1,0.7,1.6,10.7,,,,,,,,,,,,,,,,,,,,,,,,999,12.6,.580,.692,.215,2.5,16.6,9.4,7.7,1.3,0.4,7.2,17.7,,1.1,0.8,1.9,.093,,0.3,-1.0,-0.7,0.3,,2689920,https://www.2kratings.com/wp-content/uploads/Saddiq-Bey-2K-Rating.png,,SF
Tyler Bey,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,beyty01,SF,22,7,0,3.3,0.4,1.3,.333,0.0,0.1,.000,0.4,1.1,.375,.333,0.3,0.6,.500,0.3,0.7,1.0,0.1,0.0,0.1,0.0,0.4,1.1,,,,,,,,,,,,,,,,,,,,,,,,23,8.8,.372,.111,.444,9.8,23.4,16.7,6.1,0.0,4.1,0.0,20.8,,0.0,0.0,0.0,-0.007,,-5.3,-2.5,-7.8,0.0,,,https://www.2kratings.com/wp-content/uploads/Tyler-Bey-2K-Rating.png,,SF
Keljin Blevins,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,blevike01,SF,25,9,0,5.2,0.2,1.2,.182,0.0,0.4,.000,0.2,0.8,.286,.182,0.0,0.0,,0.0,0.2,0.2,0.4,0.2,0.0,0.3,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,47,-3.6,.182,.364,.000,0.0,4.8,2.3,10.7,2.1,0.0,21.4,12.9,,-0.2,0.0,-0.2,-0.199,,-10.9,-3.2,-14.1,-0.1,,,https://www.2kratings.com/wp-content/uploads/Keljin-Blevins-2K-Rating.png,,SF
Facundo Campazzo,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,campafa01,PG,29,38,1,17.7,1.6,4.2,.373,1.0,2.9,.345,0.6,1.3,.438,.494,0.9,1.1,.805,0.2,1.1,1.3,2.8,1.0,0.2,0.9,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,674,10.8,.537,.696,.259,1.4,7.0,4.2,19.5,2.9,1.2,15.8,13.6,,0.6,0.7,1.3,.090,,-2.5,0.6,-1.9,0.0,,3623000,https://www.2kratings.com/wp-content/uploads/Facundo-Campazzo-2K-Rating.png,,PG
Vernon Carey Jr.,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,careyve01,C,19,7,0,3.6,0.3,0.6,.500,0.0,0.1,.000,0.3,0.4,.667,.500,0.1,0.3,.500,0.3,1.0,1.3,0.1,0.0,0.1,0.1,0.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,25,10.8,.512,.250,.500,8.6,31.0,19.6,5.2,0.0,4.0,17.0,10.0,,0.0,0.0,0.0,.061,,-0.8,-1.2,-2.0,0.0,,1350000,https://www.basketball-reference.com/req/202101021/images/players/careyve01.jpg,,C
DeMarcus Cousins,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,couside01,C,30,25,11,20.2,3.2,8.4,.376,1.6,4.6,.336,1.6,3.8,.426,.469,1.8,2.4,.746,1.2,6.4,7.6,2.4,0.8,0.7,1.6,3.0,9.6,,,,,,,,,,,,,,,,,,,,,,,,506,15.1,.511,.552,.281,6.0,35.4,20.0,18.5,2.0,3.2,14.2,23.2,,-0.1,0.9,0.8,.076,,-1.5,1.9,0.4,0.3,3500000,2331593,https://www.2kratings.com/wp-content/uploads/DeMarcus-Cousins-2K-Rating.png,,C
Nate Darling,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,darlina01,SG,22,2,0,3.5,0.5,2.0,.250,0.5,2.0,.250,0.0,0.0,,.375,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,7,4.7,.375,1.000,.000,0.0,0.0,0.0,20.4,0.0,0.0,0.0,24.4,,0.0,0.0,0.0,-0.074,,-1.9,-5.7,-7.6,0.0,,,https://www.2kratings.com/wp-content/uploads/Nate-Darling-2K-Rating.png,,SG
Mamadi Diakite,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,diakima01,PF,24,2,0,4.5,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,0.0,,0.0,1.5,1.5,1.0,0.0,1.0,0.0,1.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,9,18.1,.500,.000,.000,0.0,33.8,17.5,27.2,0.0,19.6,0.0,9.3,,0.0,0.0,0.0,.247,,-2.7,9.4,6.8,0.0,,,https://www.2kratings.com/wp-content/uploads/Mamadi-Diakite-2K-Rating.png,,PF
Devon Dotson,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,dotsode01,PG,21,1,0,10.0,2.0,4.0,.500,0.0,0.0,,2.0,4.0,.500,.500,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,10,6.8,.500,.000,.000,0.0,10.8,5.5,0.0,0.0,0.0,0.0,17.1,,0.0,0.0,0.0,.005,,-6.2,-2.3,-8.5,0.0,,,https://www.2kratings.com/wp-content/uploads/Devon-Dotson-2K-Rating.png,,PG
Kevin Durant,,,BRK,,,,,,,,,,,,,,,,,,,,,,,,,,duranke01,PF,32,19,18,35.7,9.9,18.9,.524,2.6,5.9,.434,7.3,12.9,.565,.592,6.6,7.6,.869,0.4,6.9,7.3,5.3,0.7,1.4,3.5,2.3,29.0,,,,,,,,,,,,,,,,,,,,,,,,679,25.4,.652,.315,.404,1.2,20.8,11.5,23.8,1.0,3.4,13.7,31.4,,2.0,0.7,2.6,.187,,5.4,0.0,5.4,1.2,37199000,39058950,https://www.2kratings.com/wp-content/uploads/Kevin-Durant-2K-Rating.png,39058950,PF
Anthony Edwards,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,edwaran01,SG,19,44,27,30.3,6.2,16.2,.385,2.1,6.8,.315,4.1,9.4,.436,.451,2.3,3.0,.774,0.8,3.5,4.3,2.6,1.0,0.4,2.0,1.7,16.9,,,,,,,,,,,,,,,,,,,,,,,,1334,11.2,.484,.419,.187,2.6,13.0,7.6,13.4,1.5,1.0,10.2,27.0,,-1.5,0.7,-0.8,-0.030,,-2.3,-2.4,-4.7,-0.9,,9757440,https://www.2kratings.com/wp-content/uploads/Anthony-Edwards-2K-Rating.png,,SG
CJ Elleby,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,ellebcj01,SF,20,14,0,8.4,1.0,2.4,.412,0.4,1.5,.238,0.6,0.9,.692,.485,0.4,0.6,.667,0.4,0.7,1.1,0.2,0.3,0.2,0.2,1.3,2.8,,,,,,,,,,,,,,,,,,,,,,,,117,9.0,.514,.618,.265,4.4,9.6,6.9,3.6,1.7,2.3,7.3,15.1,,0.0,0.0,0.1,.033,,-4.1,-1.5,-5.6,-0.1,,898310,https://www.2kratings.com/wp-content/uploads/CJ-Elleby-2K-Rating.png,,SF
Malachi Flynn,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,flynnma01,PG,22,19,0,9.2,0.8,3.1,.259,0.3,1.7,.182,0.5,1.3,.360,.310,0.2,0.3,.667,0.1,0.6,0.7,1.3,0.3,0.0,0.3,0.8,2.1,,,,,,,,,,,,,,,,,,,,,,,,175,2.9,.330,.569,.103,0.6,7.8,4.1,18.6,1.4,0.0,7.6,16.2,,-0.3,0.1,-0.3,-0.070,,-7.2,-1.6,-8.7,-0.3,,1950600,https://www.2kratings.com/wp-content/uploads/Malachi-Flynn-2K-Rating.png,,PG
Trent Forrest,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,forretr01,PG,22,10,0,3.4,0.1,0.5,.200,0.0,0.2,.000,0.1,0.3,.333,.200,0.2,0.2,1.000,0.0,0.5,0.5,0.7,0.2,0.0,0.3,0.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,34,5.8,.340,.400,.400,0.0,15.0,7.8,24.9,2.9,0.0,33.8,11.2,,0.0,0.1,0.0,.012,,-6.8,2.3,-4.5,0.0,,,https://www.2kratings.com/wp-content/uploads/Trent-Forrest-2K-Rating.png,,PG
