player,2020_pos,2020_age,team_id,2020_g,2020_gs,2020_mp_per_g,2020_fg_per_g,2020_fga_per_g,2020_fg_pct,2020_fg3_per_g,2020_fg3a_per_g,2020_fg3_pct,2020_fg2_per_g,2020_fg2a_per_g,2020_fg2_pct,2020_efg_pct,2020_ft_per_g,2020_fta_per_g,2020_ft_pct,2020_orb_per_g,2020_drb_per_g,2020_trb_per_g,2020_ast_per_g,2020_stl_per_g,2020_blk_per_g,2020_tov_per_g,2020_pf_per_g,2020_pts_per_g,player_id,2021_pos,2021_age,2021_g,2021_gs,2021_mp_per_g,2021_fg_per_g,2021_fga_per_g,2021_fg_pct,2021_fg3_per_g,2021_fg3a_per_g,2021_fg3_pct,2021_fg2_per_g,2021_fg2a_per_g,2021_fg2_pct,2021_efg_pct,2021_ft_per_g,2021_fta_per_g,2021_ft_pct,2021_orb_per_g,2021_drb_per_g,2021_trb_per_g,2021_ast_per_g,2021_stl_per_g,2021_blk_per_g,2021_tov_per_g,2021_pf_per_g,2021_pts_per_g,2020_mp,2020_per,2020_ts_pct,2020_fg3a_per_fga_pct,2020_fta_per_fga_pct,2020_orb_pct,2020_drb_pct,2020_trb_pct,2020_ast_pct,2020_stl_pct,2020_blk_pct,2020_tov_pct,2020_usg_pct,2020_ws-dum,2020_ows,2020_dws,2020_ws,2020_ws_per_48,2020_bpm-dum,2020_obpm,2020_dbpm,2020_bpm,2020_vorp,2021_mp,2021_per,2021_ts_pct,2021_fg3a_per_fga_pct,2021_fta_per_fga_pct,2021_orb_pct,2021_drb_pct,2021_trb_pct,2021_ast_pct,2021_stl_pct,2021_blk_pct,2021_tov_pct,2021_usg_pct,2021_ws-dum,2021_ows,2021_dws,2021_ws,2021_ws_per_48,2021_bpm-dum,2021_obpm,2021_dbpm,2021_bpm,2021_vorp,2020_salary,2021_salary,img_link
Chris Clemons,SG,22,HOU,33,0,8.8,1.7,4.3,.401,1.1,3.2,.346,0.6,1.1,.571,.532,0.3,0.3,.909,0.1,0.8,0.9,0.8,0.3,0.2,0.6,0.8,4.9,clemoch01,,,,,,,,,,,,,,,,,,,,,,,,,,,,291,13.1,.548,.754,.077,1.4,9.4,5.4,14.3,1.4,1.8,11.5,23.6,,0.1,0.2,0.4,.058,,0.3,-1.3,-1.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,568422,1517981,https://www.2kratings.com/wp-content/uploads/Chris-Clemons-2K-Rating.png
Antonius Cleveland,SG,25,DAL,11,0,4.2,0.4,1.3,.286,0.0,0.3,.000,0.4,1.0,.364,.286,0.3,0.5,.600,0.2,0.5,0.6,0.1,0.1,0.3,0.2,0.7,1.0,clevean01,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,2.5,.340,.214,.357,4.6,11.3,8.0,2.8,1.1,5.6,11.0,16.9,,-0.1,0.0,-0.1,-0.076,,-9.0,-1.0,-10.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/req/202101021/images/players/clevean01.jpg
Amir Coffey,SG,22,LAC,18,1,8.8,1.3,3.0,.426,0.3,1.1,.316,0.9,1.9,.486,.481,0.3,0.6,.545,0.2,0.7,0.9,0.8,0.3,0.1,0.4,1.1,3.2,coffeam01,SG,23,23,0,7.7,1.1,2.2,.490,0.6,1.3,.483,0.5,1.0,.500,.627,0.3,0.6,.538,0.2,0.5,0.7,0.5,0.2,0.0,0.4,0.5,3.1,159,8.5,.493,.352,.204,2.7,7.6,5.2,12.3,1.5,1.1,12.0,17.6,,0.0,0.2,0.1,.041,,-4.2,0.1,-4.1,-0.1,177,11.7,.626,.569,.255,3.2,7.5,5.4,8.5,1.4,0.0,13.7,16.4,,0.2,0.1,0.3,.082,,-0.6,-1.1,-1.8,0.0,,,https://www.2kratings.com/wp-content/uploads/Amir-Coffey-2K-Rating.png
John Collins,PF,22,ATL,41,41,33.2,8.6,14.8,.583,1.4,3.6,.401,7.2,11.2,.642,.632,2.9,3.7,.800,2.8,7.3,10.1,1.5,0.8,1.6,1.8,3.4,21.6,collijo01,PF,23,40,40,30.6,7.0,13.2,.529,1.3,3.6,.373,5.6,9.6,.586,.579,2.7,3.2,.845,2.2,5.5,7.8,1.4,0.5,1.1,1.4,3.4,18.0,1363,23.5,.659,.243,.248,9.0,24.0,16.4,7.6,1.1,4.1,10.1,22.7,,3.8,1.2,4.9,.174,,3.7,-0.6,3.1,1.7,1224,19.4,.616,.270,.245,8.1,19.4,13.8,7.6,0.7,3.0,8.5,22.3,,2.9,1.1,4.0,.158,,1.9,-0.8,1.1,0.9,2686560,4137302,https://www.2kratings.com/wp-content/uploads/John-Collins-2K-Rating.png
Zach Collins,PF,22,POR,11,11,26.4,2.9,6.2,.471,0.6,1.7,.368,2.3,4.5,.510,.522,0.5,0.7,.750,2.3,4.0,6.3,1.5,0.5,0.5,1.3,3.3,7.0,colliza01,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,9.9,.538,.279,.118,9.1,15.7,12.4,7.2,0.8,1.5,16.4,12.5,,0.2,0.1,0.3,.052,,-1.7,-1.4,-3.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,,4240200,5406255,https://www.2kratings.com/wp-content/uploads/Zach-Collins-2K-Rating.png
Mike Conley,PG,32,UTA,47,41,29.0,4.9,12.1,.409,2.0,5.4,.375,2.9,6.6,.437,.494,2.4,3.0,.827,0.7,2.5,3.2,4.4,0.8,0.1,2.0,2.2,14.4,conlemi01,PG,33,32,32,29.7,5.7,12.6,.455,2.8,6.6,.425,2.9,5.9,.489,.567,2.2,2.6,.843,0.9,2.4,3.3,5.6,1.4,0.1,1.9,1.9,16.4,1363,14.1,.537,.451,.245,2.8,9.2,6.1,23.1,1.3,0.3,12.8,23.1,,1.4,1.1,2.5,.089,,0.7,-0.4,0.3,0.8,949,19.4,.600,.527,.206,3.4,8.4,6.0,28.5,2.3,0.3,12.0,22.5,,2.7,1.2,3.9,.196,,3.6,0.4,4.0,1.4,32511623,34504132,https://www.2kratings.com/wp-content/uploads/Mike-Conley-2K-Rating.png
Pat Connaughton,SG,27,MIL,67,4,18.6,2.0,4.5,.455,0.8,2.5,.331,1.2,2.0,.607,.547,0.5,0.6,.775,0.9,3.3,4.2,1.6,0.4,0.5,0.8,1.0,5.4,connapa01,SG,28,36,0,21.4,2.3,5.3,.442,1.4,3.6,.391,0.9,1.7,.548,.574,0.4,0.5,.824,0.9,3.2,4.1,1.3,0.7,0.4,0.4,1.6,6.4,1243,11.5,.565,.551,.133,5.1,16.8,11.3,10.9,0.9,2.2,14.0,12.3,,1.1,2.3,3.4,.130,,-0.9,1.5,0.6,0.8,772,12.0,.587,.674,.089,4.6,15.2,10.1,7.6,1.5,1.7,6.6,11.5,,1.1,0.9,2.0,.125,,0.1,0.2,0.4,0.5,1723050,4938272,https://www.2kratings.com/wp-content/uploads/Pat-Connaughton-2K-Rating.png
Quinn Cook,PG,26,TOT,44,1,11.5,2.1,4.9,.425,0.7,1.9,.365,1.4,2.9,.465,.498,0.3,0.3,.786,0.3,0.9,1.2,1.1,0.3,0.0,0.8,0.6,5.1,cookqu01,PG,27,19,0,5.8,1.1,2.5,.426,0.5,1.2,.409,0.6,1.3,.440,.521,0.2,0.3,.800,0.1,0.6,0.7,0.6,0.2,0.1,0.3,0.3,2.8,508,10.0,.509,.397,.065,2.4,8.5,5.5,13.8,1.1,0.4,13.0,21.0,,-0.2,0.5,0.3,.030,,-2.3,-1.4,-3.8,-0.2,110,13.7,.539,.468,.106,2.0,11.3,6.6,15.3,1.8,0.8,9.2,21.4,,0.1,0.1,0.2,.083,,-0.6,0.1,-0.5,0.0,3000000,1797183,https://www.2kratings.com/wp-content/uploads/Quinn-Cook-2K-Rating.png
Tyler Cook,PF-SF,22,BRK,13,0,4.2,0.6,0.9,.667,0.0,0.0,,0.6,0.9,.667,.667,0.5,0.6,.875,0.5,0.6,1.1,0.1,0.2,0.0,0.2,0.4,1.8,cookty01,PF,23,4,0,4.3,0.3,0.8,.333,0.0,0.0,,0.3,0.8,.333,.333,0.0,0.0,,0.3,0.3,0.5,0.5,0.0,0.0,0.3,0.5,0.5,54,19.4,.741,.000,.667,12.3,16.6,14.4,2.9,2.7,0.0,16.2,14.7,,0.2,0.0,0.2,.182,,0.3,-0.7,-0.4,0.0,17,1.6,.333,.000,.000,7.0,6.3,6.6,14.0,0.0,0.0,25.0,10.3,,0.0,0.0,0.0,-0.044,,-5.3,-1.5,-6.8,0.0,50000,,https://www.2kratings.com/wp-content/uploads/Tyler-Cook-2K-Rating.png
Robert Covington,PF-C,29,POR,70,68,30.5,4.4,10.3,.422,2.3,6.9,.335,2.1,3.5,.593,.533,1.4,1.8,.798,0.9,5.7,6.6,1.3,1.6,1.3,1.5,3.1,12.4,covinro01,PF,30,37,37,32.3,2.9,7.5,.391,1.9,5.3,.359,1.1,2.3,.464,.516,0.6,0.8,.828,0.8,5.8,6.5,1.8,1.6,1.2,1.2,2.6,8.4,2137,13.3,.559,.664,.172,3.0,20.2,11.4,5.9,2.5,3.7,11.7,17.0,,0.7,3.0,3.7,.083,,-1.2,1.3,0.0,1.1,1196,10.7,.535,.699,.104,2.4,19.7,10.8,7.2,2.4,3.3,13.1,12.1,,0.2,1.1,1.4,.055,,-2.1,1.0,-1.1,0.3,11301219,12138345,https://www.2kratings.com/wp-content/uploads/Robert-Covington-2K-Rating.png
Allen Crabbe,SG-SF,27,TOT,37,1,17.6,1.7,4.8,.356,1.0,3.2,.303,0.7,1.6,.466,.458,0.3,0.4,.714,0.3,1.8,2.1,0.9,0.4,0.1,0.5,1.3,4.6,crabbal01,,,,,,,,,,,,,,,,,,,,,,,,,,,,653,6.0,.470,.672,.079,1.8,11.0,6.3,6.8,1.1,0.5,8.5,12.7,,-0.2,0.2,-0.1,-0.007,,-3.8,-1.5,-5.3,-0.5,,,,,,,,,,,,,,,,,,,,,,,,17818456,,https://www.basketball-reference.com/req/202101021/images/players/crabbal01.jpg
Torrey Craig,SF,29,MIL,58,27,18.5,2.1,4.6,.461,0.8,2.4,.326,1.4,2.3,.603,.545,0.4,0.6,.611,1.1,2.2,3.3,0.8,0.4,0.6,0.4,2.3,5.4,craigto01,SF,30,18,0,11.2,1.0,2.6,.391,0.4,1.2,.364,0.6,1.3,.417,.478,0.1,0.1,.500,0.7,1.7,2.4,0.9,0.5,0.4,0.3,1.3,2.5,1072,10.8,.553,.513,.134,6.6,13.2,9.9,5.9,1.1,3.1,8.1,12.6,,1.1,0.9,2.0,.091,,-2.0,-0.3,-2.3,-0.1,201,10.4,.480,.478,.043,7.0,15.2,11.2,9.5,2.1,3.1,9.6,10.8,,0.1,0.3,0.4,.100,,-1.9,1.0,-0.9,0.1,2100000,1678854,https://www.2kratings.com/wp-content/uploads/Torrey-Craig-2K-Rating.png
Jamal Crawford,SG,39,BRK,1,0,6.0,2.0,4.0,.500,1.0,2.0,.500,1.0,2.0,.500,.625,0.0,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,5.0,crawfja01,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,33.2,.625,.500,.000,0.0,0.0,0.0,100.0,0.0,0.0,0.0,27.9,,0.1,0.0,0.1,.492,,12.4,2.6,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,289803,,https://www.basketball-reference.com/req/202101021/images/players/crawfja01.jpg
Jae Crowder,SF-PF,29,PHO,65,53,28.8,3.5,8.7,.401,2.1,6.1,.343,1.4,2.6,.538,.521,1.5,1.9,.776,0.8,5.1,5.9,2.5,1.1,0.4,1.1,2.2,10.5,crowdja01,PF,30,35,20,27.4,3.4,8.5,.399,2.4,6.3,.378,1.0,2.2,.461,.540,0.9,1.1,.838,0.4,4.6,5.0,2.1,0.8,0.3,0.9,1.8,10.1,1875,12.5,.553,.700,.222,3.0,18.5,11.0,11.5,1.8,1.2,10.0,15.5,,1.6,2.2,3.8,.098,,-0.5,0.4,-0.1,0.9,960,11.6,.562,.745,.124,1.8,18.2,10.2,10.0,1.4,0.8,8.7,16.0,,0.7,1.3,1.9,.097,,-0.1,0.5,0.4,0.6,7815533,9258000,https://www.2kratings.com/wp-content/uploads/Jae-Crowder-2K-Rating.png
Jarrett Culver,SG,20,MIN,63,35,23.9,3.7,9.0,.404,1.0,3.5,.299,2.6,5.5,.471,.462,0.9,1.9,.462,1.1,2.3,3.4,1.7,0.9,0.6,1.3,2.0,9.2,culveja01,SG,21,19,7,19.8,2.8,6.7,.422,0.4,1.8,.229,2.4,4.9,.495,.453,1.1,1.8,.600,1.6,3.2,4.7,0.8,0.6,0.4,1.2,2.1,7.2,1506,9.6,.467,.388,.206,4.7,10.3,7.4,10.8,1.8,2.1,11.5,19.2,,-1.2,1.1,-0.1,-0.004,,-3.3,-0.7,-4.0,-0.8,376,9.3,.478,.273,.273,8.2,17.8,12.8,6.1,1.5,1.5,13.8,18.6,,-0.3,0.3,-0.1,-0.007,,-4.7,-2.0,-6.7,-0.4,5813640,6104280,https://www.2kratings.com/wp-content/uploads/Jarrett-Culver-2K-Rating.png
Seth Curry,SG,29,PHI,64,25,24.6,4.4,9.0,.495,2.3,5.0,.452,2.2,4.0,.549,.621,1.3,1.5,.825,0.4,1.8,2.3,1.9,0.6,0.1,1.0,1.8,12.4,curryse01,SG,30,32,32,29.7,4.6,9.9,.465,2.0,4.6,.442,2.6,5.3,.485,.568,1.8,1.9,.933,0.2,2.0,2.2,2.9,0.9,0.3,1.4,1.7,13.0,1576,15.5,.643,.559,.169,1.8,7.8,4.8,11.6,1.2,0.5,9.1,18.4,,3.5,0.8,4.3,.130,,1.7,-0.9,0.8,1.2,949,12.9,.605,.462,.189,0.7,7.0,4.0,13.7,1.4,0.7,11.6,17.4,,1.3,0.9,2.2,.113,,-0.1,-1.1,-1.2,0.2,7441860,7813953,https://www.2kratings.com/wp-content/uploads/Seth-Curry-2K-Rating.png
Stephen Curry,PG,31,GSW,5,5,27.8,6.6,16.4,.402,2.4,9.8,.245,4.2,6.6,.636,.476,5.2,5.2,1.000,0.8,4.4,5.2,6.6,1.0,0.4,3.2,2.2,20.8,curryst01,PG,32,38,38,33.8,9.7,20.3,.477,4.7,11.4,.414,4.9,8.8,.560,.594,5.2,5.6,.929,0.5,4.9,5.3,6.2,1.4,0.1,3.1,1.8,29.3,139,21.7,.557,.598,.317,3.0,17.8,10.1,42.3,1.7,1.3,14.6,33.6,,0.2,0.1,0.3,.103,,4.5,-0.6,3.9,0.2,1286,25.1,.644,.564,.274,1.5,15.0,8.3,32.2,1.9,0.2,12.0,32.4,,3.7,1.5,5.2,.193,,7.3,0.2,7.5,3.1,40231758,43006362,https://www.2kratings.com/wp-content/uploads/Stephen-Curry-2K-Rating.png
Troy Daniels,SG,28,TOT,47,0,11.3,1.5,4.0,.387,1.0,2.8,.348,0.6,1.1,.481,.511,0.2,0.3,.625,0.3,0.9,1.1,0.4,0.2,0.1,0.3,0.8,4.3,danietr01,,,,,,,,,,,,,,,,,,,,,,,,,,,,532,8.4,.518,.710,.086,2.5,8.2,5.4,4.3,1.0,0.5,5.9,16.3,,0.1,0.5,0.6,.056,,-1.7,-1.2,-2.9,-0.1,,,,,,,,,,,,,,,,,,,,,,,,481000,,https://www.basketball-reference.com/req/202101021/images/players/danietr01.jpg
Anthony Davis,PF,26,LAL,62,62,34.4,8.9,17.7,.503,1.2,3.5,.330,7.7,14.2,.546,.536,7.2,8.5,.846,2.3,7.0,9.3,3.2,1.5,2.3,2.5,2.5,26.1,davisan02,PF,27,23,23,32.8,8.9,16.7,.533,0.7,2.5,.293,8.1,14.1,.575,.555,4.0,5.7,.715,2.0,6.3,8.4,3.0,1.3,1.8,2.0,1.8,22.5,2131,27.4,.610,.199,.479,7.4,22.1,14.8,15.1,2.0,6.0,10.4,29.3,,6.7,4.4,11.1,.250,,5.4,2.6,8.0,5.4,755,24.6,.588,.151,.339,7.2,21.2,14.4,15.6,2.0,4.8,9.3,27.9,,1.5,1.7,3.2,.204,,4.3,2.1,6.4,1.6,27093019,32742000,https://www.2kratings.com/wp-content/uploads/Anthony-Davis-2K-Rating.png
Ed Davis,C,30,MIN,28,1,10.8,0.8,1.6,.478,0.0,0.0,,0.8,1.6,.478,.478,0.3,0.5,.500,1.3,2.5,3.8,0.4,0.4,0.3,0.5,2.2,1.8,davised01,C,31,19,7,13.9,0.9,2.3,.419,0.0,0.0,,0.9,2.3,.419,.419,0.4,0.4,.875,2.0,3.1,5.1,1.0,0.5,0.5,0.3,2.6,2.3,303,9.5,.489,.000,.304,13.2,24.6,19.1,5.2,1.8,2.5,20.0,9.4,,0.2,0.5,0.6,.102,,-4.6,1.5,-3.2,-0.1,264,12.1,.462,.000,.186,14.8,24.9,19.7,9.3,1.8,3.1,11.4,8.4,,0.3,0.3,0.6,.115,,-3.8,0.4,-3.4,-0.1,4767000,5005350,https://www.2kratings.com/wp-content/uploads/Ed-Davis-2K-Rating.png
Terence Davis,SG,22,TOR,72,4,16.8,2.8,6.1,.456,1.3,3.4,.388,1.5,2.7,.541,.564,0.7,0.8,.864,0.7,2.6,3.3,1.6,0.5,0.2,1.1,1.7,7.5,daviste02,SG,23,33,4,14.8,2.6,6.3,.413,1.3,3.7,.364,1.3,2.6,.483,.519,0.5,0.5,.889,0.3,1.7,2.0,1.1,0.5,0.2,0.8,1.5,7.0,1209,13.8,.588,.555,.135,4.5,16.0,10.3,14.2,1.5,1.1,14.1,19.0,,1.2,1.9,3.1,.122,,0.1,0.7,0.8,0.8,488,11.1,.537,.582,.087,2.0,13.1,7.3,11.4,1.7,1.5,11.1,21.4,,-0.1,0.4,0.3,.031,,-1.6,-1.3,-2.9,-0.1,898310,1517981,https://www.2kratings.com/wp-content/uploads/Terence-Davis-2K-Rating.png
Dewayne Dedmon,C,30,TOT,44,18,17.6,2.3,5.8,.400,0.5,2.4,.206,1.8,3.4,.541,.443,0.7,0.8,.833,1.4,4.3,5.7,0.5,0.6,0.9,1.3,3.0,5.8,dedmode01,,,,,,,,,,,,,,,,,,,,,,,,,,,,774,9.4,.473,.420,.141,8.5,27.6,17.8,4.0,1.5,4.8,17.4,18.1,,-1.0,1.0,0.1,.005,,-5.8,0.0,-5.8,-0.7,,,,,,,,,,,,,,,,,,,,,,,,13333334,2866667,https://www.basketball-reference.com/req/202101021/images/players/dedmode01.jpg
Matthew Dellavedova,PG,29,CLE,57,4,14.4,1.1,3.1,.354,0.4,1.6,.231,0.7,1.5,.488,.414,0.6,0.6,.865,0.3,1.0,1.3,3.2,0.4,0.0,1.0,1.4,3.1,dellama01,,,,,,,,,,,,,,,,,,,,,,,,,,,,821,8.1,.463,.520,.211,2.4,7.8,5.1,29.0,1.2,0.2,23.6,13.0,,0.1,0.1,0.2,.011,,-3.6,-1.6,-5.2,-0.7,,,,,,,,,,,,,,,,,,,,,,,,9607500,2174318,https://www.2kratings.com/wp-content/uploads/Matthew-Dellavedova-2K-Rating.png
DeMar DeRozan,SF,30,SAS,68,68,34.1,8.2,15.4,.531,0.1,0.5,.257,8.1,14.9,.540,.535,5.6,6.6,.845,0.6,4.9,5.5,5.6,1.0,0.3,2.4,2.6,22.1,derozde01,PF,31,30,30,33.9,6.9,14.0,.490,0.6,1.8,.321,6.3,12.2,.515,.511,6.0,6.8,.882,0.7,4.0,4.7,7.3,1.0,0.3,1.7,2.0,20.3,2316,21.6,.603,.033,.430,2.0,15.4,8.7,26.1,1.4,0.8,11.6,26.3,,5.9,1.3,7.3,.151,,2.3,-0.4,1.9,2.3,1018,22.2,.597,.126,.486,2.2,12.6,7.3,32.9,1.4,0.7,8.9,23.9,,3.2,1.0,4.3,.201,,3.9,0.2,4.1,1.6,27739975,27739975,https://www.2kratings.com/wp-content/uploads/DeMar-DeRozan-2K-Rating.png
Cheick Diallo,C,23,PHO,47,2,10.2,2.0,3.0,.648,0.0,0.1,.333,1.9,3.0,.655,.651,0.7,0.8,.872,0.6,2.1,2.8,0.5,0.2,0.3,0.7,1.2,4.7,diallch01,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,16.5,.688,.021,.275,6.9,23.7,15.2,6.9,1.1,2.2,16.7,17.0,,0.8,0.5,1.3,.132,,-1.1,-0.2,-1.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,1678854,,https://www.basketball-reference.com/req/202101021/images/players/diallch01.jpg
Hamidou Diallo,SF,21,OKC,46,3,19.5,2.9,6.4,.446,0.3,1.2,.281,2.5,5.2,.485,.473,0.8,1.4,.603,1.0,2.7,3.6,0.8,0.8,0.2,1.1,2.2,6.9,diallha01,SG,22,32,5,23.8,4.5,9.3,.481,0.4,1.3,.293,4.1,8.0,.512,.502,2.6,4.1,.629,1.2,4.0,5.2,2.4,1.0,0.4,1.5,2.6,11.9,896,9.3,.491,.193,.213,5.6,14.7,10.3,5.9,2.0,0.9,13.6,18.4,,-0.7,1.1,0.4,.022,,-4.2,0.3,-3.9,-0.4,761,15.1,.536,.138,.444,5.2,17.5,11.4,16.3,2.0,1.4,12.1,23.2,,0.2,1.0,1.2,.078,,-2.1,0.4,-1.7,0.1,1416852,1663861,https://www.2kratings.com/wp-content/uploads/Hamidou-Diallo-2K-Rating.png
Gorgui Dieng,C,30,MEM,63,17,17.4,2.6,5.8,.456,0.9,2.4,.355,1.8,3.4,.528,.530,1.2,1.6,.772,1.4,4.2,5.6,1.2,0.8,0.9,1.0,2.0,7.4,dienggo01,C,31,22,1,16.9,2.5,4.9,.519,1.0,2.2,.479,1.5,2.7,.550,.625,1.7,2.0,.884,1.3,3.2,4.5,1.3,0.8,0.6,1.0,1.7,7.9,1096,17.1,.568,.418,.277,8.5,25.8,17.0,9.7,2.2,4.5,12.8,17.6,,1.3,1.7,2.9,.129,,-0.2,1.8,1.5,1.0,371,19.3,.682,.444,.398,7.9,21.2,14.4,10.6,2.2,3.6,14.8,16.9,,0.9,0.6,1.5,.191,,1.7,1.0,2.6,0.4,16229213,17287640,https://www.2kratings.com/wp-content/uploads/Gorgui-Dieng-2K-Rating.png
Spencer Dinwiddie,PG,26,BRK,64,49,31.2,6.6,16.0,.415,1.9,6.3,.308,4.7,9.7,.485,.476,5.4,7.0,.778,0.5,3.0,3.5,6.8,0.6,0.3,2.7,2.8,20.6,dinwisp01,SG,27,3,3,21.3,2.0,5.3,.375,0.7,2.3,.286,1.3,3.0,.444,.438,2.0,2.0,1.000,0.0,4.3,4.3,3.0,0.7,0.3,1.7,1.3,6.7,1994,17.8,.541,.392,.437,1.7,9.6,5.7,35.0,0.9,0.9,12.5,29.2,,3.2,1.6,4.8,.116,,2.7,-0.8,1.8,1.9,64,10.2,.536,.438,.375,0.0,21.6,11.4,17.5,1.5,1.3,21.2,16.1,,0.0,0.1,0.1,.047,,-3.4,2.0,-1.4,0.0,10600000,11454048,https://www.2kratings.com/wp-content/uploads/Spencer-Dinwiddie-2K-Rating.png
Donte DiVincenzo,SG,23,MIL,66,24,23.0,3.5,7.7,.455,1.3,3.7,.336,2.3,4.0,.567,.536,1.0,1.3,.733,1.0,3.8,4.8,2.3,1.3,0.3,1.4,1.7,9.2,divindo01,SG,24,39,39,26.8,3.9,9.3,.421,1.8,4.9,.379,2.1,4.4,.468,.521,0.7,1.0,.650,1.3,3.8,5.1,3.0,1.1,0.2,1.3,1.5,10.3,1520,14.1,.557,.484,.169,4.6,15.5,10.3,13.6,2.6,1.2,14.1,17.3,,1.0,3.2,4.3,.135,,-1.1,2.4,1.3,1.3,1045,13.0,.531,.526,.111,5.1,14.5,9.9,14.4,1.9,0.7,11.7,17.2,,0.8,1.2,2.0,.093,,-0.3,-0.2,-0.5,0.4,2905800,3044160,https://www.2kratings.com/wp-content/uploads/Donte-DiVincenzo-2K-Rating.png
Luka Dončić,PG,20,DAL,61,61,33.6,9.5,20.6,.463,2.8,8.9,.316,6.7,11.7,.574,.531,7.0,9.2,.758,1.3,8.1,9.4,8.8,1.0,0.2,4.3,2.5,28.8,doncilu01,PG,21,35,35,35.3,9.8,20.8,.473,2.7,7.7,.349,7.1,13.1,.546,.538,5.8,7.7,.754,0.8,7.7,8.5,9.3,1.0,0.6,4.3,2.2,28.1,2047,27.6,.585,.431,.448,4.1,25.0,14.7,45.7,1.5,0.6,14.8,36.8,,6.5,2.3,8.8,.207,,7.4,1.0,8.4,5.4,1235,25.6,.582,.370,.369,2.5,23.5,13.1,47.4,1.3,1.7,15.0,35.7,,2.8,1.3,4.1,.160,,6.3,0.8,7.1,2.8,7683360,8049360,https://www.2kratings.com/wp-content/uploads/Luka-Doncic-2K-Rating.png
Luguentz Dort,SF,20,OKC,36,28,22.8,2.4,6.1,.394,0.8,2.8,.297,1.6,3.3,.479,.463,1.2,1.5,.792,0.7,1.6,2.3,0.8,0.9,0.1,0.6,2.7,6.8,dortlu01,SG,21,37,37,29.7,4.2,10.9,.386,1.9,5.9,.329,2.2,4.9,.454,.475,2.1,2.7,.780,0.7,2.9,3.6,1.6,0.8,0.3,1.5,2.4,12.4,820,7.6,.506,.463,.243,3.3,7.5,5.5,4.6,1.8,0.4,8.4,14.1,,0.1,0.8,0.8,.049,,-4.1,0.4,-3.7,-0.4,1099,9.2,.516,.545,.249,2.4,10.1,6.3,7.9,1.4,0.8,10.8,19.9,,-0.6,1.0,0.4,.018,,-3.3,-1.1,-4.4,-0.7,155647,1517981,https://www.2kratings.com/wp-content/uploads/Luguentz-Dort-2K-Rating.png
Damyean Dotson,SG,25,CLE,48,0,17.4,2.5,6.0,.414,1.2,3.4,.362,1.3,2.6,.480,.516,0.5,0.7,.667,0.2,1.7,1.9,1.2,0.5,0.1,0.4,0.9,6.7,dotsoda01,SG,26,31,6,18.7,2.5,6.5,.393,0.9,3.4,.274,1.6,3.1,.526,.465,0.6,0.9,.714,0.1,1.7,1.9,2.2,0.4,0.1,0.8,0.9,6.7,836,10.9,.527,.562,.114,1.2,10.6,5.8,10.0,1.3,0.5,6.5,16.5,,0.6,0.4,0.9,.053,,-0.9,-0.5,-1.5,0.1,581,9.2,.485,.527,.139,0.7,10.8,5.6,17.5,1.1,0.6,10.5,17.8,,-0.1,0.3,0.2,.013,,-2.5,-1.2,-3.7,-0.3,1618520,2000000,https://www.2kratings.com/wp-content/uploads/Damyean-Dotson-2K-Rating.png
Sekou Doumbouya,PF,19,DET,38,19,19.8,2.4,6.2,.390,0.7,2.6,.286,1.7,3.6,.464,.449,0.8,1.2,.674,0.5,2.6,3.1,0.5,0.5,0.2,0.9,2.1,6.4,doumbse01,PF,20,35,2,13.2,1.5,4.2,.349,0.5,1.8,.250,1.0,2.3,.427,.404,0.6,0.8,.750,0.5,1.7,2.2,0.6,0.4,0.1,0.5,1.5,4.0,754,6.2,.474,.415,.195,3.0,14.9,8.9,3.6,1.3,0.9,12.0,16.9,,-0.8,0.5,-0.3,-0.020,,-5.3,-1.4,-6.7,-0.9,461,5.8,.439,.438,.192,3.7,15.3,9.3,7.0,1.5,0.4,10.7,16.8,,-0.6,0.4,-0.2,-0.018,,-5.6,-1.9,-7.5,-0.6,3285120,3449400,https://www.2kratings.com/wp-content/uploads/Sekou-Doumbouya-2K-Rating.png
