player,2020_pos,2020_age,team_id,2020_g,2020_gs,2020_mp_per_g,2020_fg_per_g,2020_fga_per_g,2020_fg_pct,2020_fg3_per_g,2020_fg3a_per_g,2020_fg3_pct,2020_fg2_per_g,2020_fg2a_per_g,2020_fg2_pct,2020_efg_pct,2020_ft_per_g,2020_fta_per_g,2020_ft_pct,2020_orb_per_g,2020_drb_per_g,2020_trb_per_g,2020_ast_per_g,2020_stl_per_g,2020_blk_per_g,2020_tov_per_g,2020_pf_per_g,2020_pts_per_g,player_id,2021_pos,2021_age,2021_g,2021_gs,2021_mp_per_g,2021_fg_per_g,2021_fga_per_g,2021_fg_pct,2021_fg3_per_g,2021_fg3a_per_g,2021_fg3_pct,2021_fg2_per_g,2021_fg2a_per_g,2021_fg2_pct,2021_efg_pct,2021_ft_per_g,2021_fta_per_g,2021_ft_pct,2021_orb_per_g,2021_drb_per_g,2021_trb_per_g,2021_ast_per_g,2021_stl_per_g,2021_blk_per_g,2021_tov_per_g,2021_pf_per_g,2021_pts_per_g,2020_mp,2020_per,2020_ts_pct,2020_fg3a_per_fga_pct,2020_fta_per_fga_pct,2020_orb_pct,2020_drb_pct,2020_trb_pct,2020_ast_pct,2020_stl_pct,2020_blk_pct,2020_tov_pct,2020_usg_pct,2020_ws-dum,2020_ows,2020_dws,2020_ws,2020_ws_per_48,2020_bpm-dum,2020_obpm,2020_dbpm,2020_bpm,2020_vorp,2021_mp,2021_per,2021_ts_pct,2021_fg3a_per_fga_pct,2021_fta_per_fga_pct,2021_orb_pct,2021_drb_pct,2021_trb_pct,2021_ast_pct,2021_stl_pct,2021_blk_pct,2021_tov_pct,2021_usg_pct,2021_ws-dum,2021_ows,2021_dws,2021_ws,2021_ws_per_48,2021_bpm-dum,2021_obpm,2021_dbpm,2021_bpm,2021_vorp,2020_salary,2021_salary,img_link
PJ Dozier,SG,23,DEN,29,0,14.2,2.2,5.4,.414,0.6,1.7,.347,1.7,3.7,.444,.468,0.7,1.0,.724,0.3,1.6,1.9,2.2,0.5,0.2,0.9,1.6,5.8,doziepj01,SG,24,24,0,19.9,2.7,6.0,.441,1.0,2.5,.390,1.7,3.6,.477,.521,1.0,1.7,.625,0.8,3.1,3.9,1.7,0.5,0.6,0.8,1.6,7.3,412,11.6,.495,.312,.185,2.7,12.2,7.5,21.6,1.7,1.3,13.7,20.8,,0.0,0.4,0.4,.044,,-2.6,-1.3,-3.9,-0.2,478,12.5,.541,.407,.276,4.6,17.3,11.0,11.1,1.2,2.8,11.0,16.7,,0.4,0.5,0.9,.086,,-0.9,-0.4,-1.4,0.1,183115,,https://www.2kratings.com/wp-content/uploads/PJ-Dozier-2K-Rating.png
Goran Dragić,PG,33,MIA,59,3,28.2,5.4,12.3,.441,2.1,5.7,.367,3.3,6.5,.505,.526,3.2,4.2,.776,0.5,2.7,3.2,5.1,0.7,0.2,2.4,2.1,16.2,dragigo01,PG,34,26,8,27.1,5.0,11.3,.446,1.7,4.7,.355,3.4,6.7,.509,.519,2.3,2.8,.836,0.3,3.0,3.3,5.1,0.6,0.2,2.8,2.4,14.1,1663,16.3,.573,.467,.340,2.0,10.2,6.3,29.2,1.2,0.6,14.8,25.9,,2.2,1.3,3.5,.102,,1.4,-1.6,-0.1,0.8,705,13.4,.561,.412,.248,1.3,11.9,6.9,30.8,1.1,0.7,18.1,25.3,,0.1,0.7,0.8,.055,,-1.2,-1.8,-3.0,-0.2,19217900,18000000,https://www.2kratings.com/wp-content/uploads/Goran-Dragic-2K-Rating.png
Andre Drummond,C,26,CLE,57,56,33.0,7.3,13.8,.533,0.1,0.6,.143,7.2,13.1,.551,.536,3.0,5.2,.575,4.4,10.8,15.2,2.7,1.9,1.6,3.6,3.5,17.7,drumman01,C,27,25,25,28.9,7.2,15.2,.474,0.0,0.3,.000,7.2,14.9,.484,.474,3.1,5.2,.597,4.0,9.4,13.5,2.6,1.6,1.2,3.2,2.8,17.5,1879,22.0,.553,.045,.375,14.9,37.5,26.0,13.6,2.8,4.2,18.2,25.9,,0.6,3.6,4.2,.108,,-0.1,1.1,0.9,1.4,722,20.8,.500,.021,.339,15.2,37.9,26.2,16.0,2.7,3.6,15.6,31.0,,-0.7,1.4,0.7,.047,,-0.5,0.2,-0.3,0.3,27093019,28751775,https://www.2kratings.com/wp-content/uploads/Andre-Drummond-2K-Rating.png
Jared Dudley,PF,34,LAL,45,1,8.1,0.5,1.3,.400,0.4,0.9,.429,0.1,0.4,.333,.550,0.0,0.0,1.000,0.1,1.0,1.2,0.6,0.3,0.1,0.2,0.9,1.5,dudleja01,PF,35,11,0,6.9,0.2,0.6,.286,0.2,0.5,.400,0.0,0.2,.000,.429,0.0,0.0,,0.4,1.4,1.7,0.5,0.1,0.1,0.2,0.6,0.5,364,7.8,.558,.700,.033,1.8,13.7,7.8,9.5,2.0,0.7,11.6,8.0,,0.3,0.5,0.8,.102,,-2.8,2.0,-0.8,0.1,76,5.5,.429,.714,.000,6.1,21.6,14.1,7.9,0.6,1.2,22.2,5.1,,0.0,0.1,0.1,.084,,-3.8,0.2,-3.6,0.0,2564753,2564753,https://www.2kratings.com/wp-content/uploads/Jared-Dudley-2K-Rating.png
Kris Dunn,PG,25,CHI,51,32,24.9,3.0,6.7,.444,0.6,2.2,.259,2.4,4.5,.535,.487,0.8,1.1,.741,0.5,3.2,3.6,3.4,2.0,0.3,1.3,3.1,7.3,dunnkr01,,,,,,,,,,,,,,,,,,,,,,,,,,,,1269,12.1,.510,.327,.158,1.9,14.9,8.1,19.4,3.8,1.3,15.7,14.6,,0.3,2.0,2.3,.085,,-3.7,3.1,-0.6,0.4,,,,,,,,,,,,,,,,,,,,,,,,5348007,4767000,https://www.2kratings.com/wp-content/uploads/Kris-Dunn-2K-Rating.png
Carsen Edwards,SG,21,BOS,37,0,9.5,1.1,3.5,.328,0.6,2.1,.316,0.5,1.4,.346,.422,0.4,0.5,.684,0.2,1.1,1.3,0.6,0.3,0.1,0.4,0.9,3.3,edwarca01,SG,22,15,1,10.6,2.1,4.6,.464,0.7,2.4,.306,1.4,2.2,.636,.543,0.5,0.6,.778,0.1,1.1,1.2,0.6,0.3,0.1,0.1,1.2,5.5,351,6.9,.444,.594,.148,1.9,12.4,7.2,9.3,1.7,1.1,9.9,18.4,,-0.3,0.4,0.1,.014,,-4.4,-0.2,-4.6,-0.2,159,14.3,.562,.522,.130,1.4,11.4,6.4,8.6,1.5,0.6,2.7,20.2,,0.3,0.1,0.4,.112,,-1.8,-1.1,-2.9,0.0,1228026,1517981,https://www.2kratings.com/wp-content/uploads/Carsen-Edwards-2K-Rating.png
Henry Ellenson,C,23,TOR,5,0,3.0,0.2,1.4,.143,0.0,0.8,.000,0.2,0.6,.333,.143,0.0,0.0,,0.4,0.8,1.2,0.2,0.0,0.0,0.0,0.2,0.4,ellenhe01,PF,24,2,0,19.0,2.5,7.0,.357,1.0,4.5,.222,1.5,2.5,.600,.429,1.5,2.0,.750,1.5,4.5,6.0,2.5,0.0,0.0,0.0,3.5,7.5,15,-1.3,.143,.571,.000,14.1,27.0,20.7,8.7,0.0,0.0,0.0,19.5,,-0.1,0.0,-0.1,-0.183,,-7.8,-3.1,-10.9,0.0,38,12.7,.476,.643,.286,8.4,27.0,17.4,19.0,0.0,0.0,0.0,17.9,,0.1,0.0,0.1,.129,,-3.1,1.0,-2.1,0.0,,50000,https://www.2kratings.com/wp-content/uploads/Henry-Ellenson-2K-Rating.png
Wayne Ellington,SG,32,DET,36,1,15.5,1.7,4.8,.351,1.4,4.0,.350,0.3,0.9,.355,.494,0.3,0.4,.846,0.1,1.7,1.8,1.2,0.4,0.1,0.5,1.1,5.1,ellinwa01,SG,33,30,25,23.2,3.6,8.1,.446,2.7,6.4,.422,0.9,1.7,.540,.614,0.7,0.9,.741,0.3,1.5,1.8,1.4,0.4,0.2,0.7,1.5,10.6,558,8.5,.509,.822,.075,0.7,12.0,6.2,11.0,1.1,0.7,9.1,15.0,,0.2,0.2,0.4,.035,,-1.9,-0.9,-2.9,-0.1,697,12.5,.624,.793,.112,1.2,7.4,4.2,9.5,0.9,0.8,8.0,17.3,,0.9,0.3,1.3,.087,,1.4,-1.8,-0.4,0.3,7804878,3005225,https://www.2kratings.com/wp-content/uploads/Wayne-Ellington-2K-Rating.png
Joel Embiid,C,25,PHI,51,51,29.5,7.5,15.7,.477,1.1,3.4,.331,6.4,12.3,.517,.512,6.9,8.5,.807,2.8,8.9,11.6,3.0,0.9,1.3,3.1,3.4,23.0,embiijo01,C,26,31,31,32.6,9.5,18.0,.525,1.2,2.9,.422,8.2,15.1,.545,.559,9.8,11.4,.859,2.2,9.3,11.5,3.3,1.2,1.4,3.2,2.5,29.9,1506,25.8,.590,.215,.543,10.3,33.2,21.7,16.9,1.4,3.7,13.8,32.9,,3.3,2.7,6.0,.192,,3.7,1.0,4.7,2.5,1010,31.4,.650,.161,.634,7.5,30.2,19.3,17.3,1.7,3.7,12.2,34.1,,4.1,2.0,6.1,.291,,7.0,1.7,8.6,2.7,27504630,29542010,https://www.2kratings.com/wp-content/uploads/Joel-Embiid-2K-Rating.png
James Ennis,SF-SG,29,ORL,69,18,18.3,2.3,5.2,.446,0.8,2.4,.325,1.5,2.8,.553,.522,1.1,1.4,.806,1.0,2.5,3.6,0.9,0.5,0.3,0.8,2.0,6.6,ennisja01,SF,30,24,23,21.4,2.5,5.0,.500,0.9,2.0,.447,1.6,3.0,.534,.588,1.4,1.8,.786,1.1,2.8,3.9,1.3,0.8,0.3,0.9,2.2,7.3,1265,11.5,.565,.471,.273,6.1,15.3,10.6,7.0,1.3,1.5,12.6,15.7,,1.0,1.4,2.4,.090,,-2.2,-0.4,-2.6,-0.2,514,12.9,.628,.392,.350,5.1,14.0,9.4,9.1,1.9,1.1,13.2,13.3,,0.7,0.5,1.2,.115,,-2.3,0.6,-1.7,0.0,1882867,3300000,https://www.basketball-reference.com/req/202101021/images/players/ennisja01.jpg
Drew Eubanks,C,22,SAS,22,3,12.4,2.0,3.0,.642,0.0,0.0,1.000,1.9,3.0,.636,.649,0.9,1.2,.769,1.3,2.6,3.9,0.7,0.2,0.8,1.0,1.7,4.9,eubandr01,C,23,19,0,13.1,1.7,3.9,.446,0.0,0.0,,1.7,3.9,.446,.446,1.1,1.5,.714,0.7,2.8,3.5,0.9,0.2,1.2,0.7,1.4,4.5,272,17.3,.682,.015,.388,11.1,22.6,16.8,7.7,0.9,5.5,21.1,15.8,,0.5,0.3,0.8,.134,,-1.4,-0.3,-1.7,0.0,248,12.6,.498,.000,.378,5.4,22.8,14.0,9.4,0.6,7.7,14.0,17.6,,-0.1,0.4,0.3,.060,,-4.1,1.4,-2.8,0.0,,1620564,https://www.2kratings.com/wp-content/uploads/Drew-Eubanks-2K-Rating.png
Jacob Evans,SG,22,TOT,29,1,14.4,1.6,4.6,.336,0.4,1.3,.333,1.1,3.3,.337,.384,0.9,1.0,.862,0.3,1.1,1.4,1.1,0.4,0.4,0.9,1.4,4.4,evansja02,,,,,,,,,,,,,,,,,,,,,,,,,,,,418,5.5,.436,.291,.216,2.3,8.6,5.3,10.8,1.3,2.6,14.6,17.5,,-0.7,0.2,-0.5,-0.056,,-5.8,-1.3,-7.1,-0.5,,,,,,,,,,,,,,,,,,,,,,,,1925880,2017320,https://www.basketball-reference.com/req/202101021/images/players/evansja02.jpg
Dante Exum,SG,24,CLE,35,1,13.9,1.6,3.4,.471,0.4,1.2,.349,1.2,2.2,.539,.534,0.9,1.2,.744,0.3,1.6,1.9,1.1,0.4,0.2,0.9,1.1,4.5,exumda01,SG,25,6,3,19.3,1.7,4.3,.385,0.3,1.8,.182,1.3,2.5,.533,.423,0.2,0.3,.500,0.3,2.5,2.8,2.2,0.7,0.3,1.2,1.5,3.8,485,10.3,.576,.361,.361,2.7,12.6,7.7,11.5,1.3,1.4,18.4,15.0,,0.2,0.2,0.4,.043,,-2.5,-0.4,-2.9,-0.1,116,6.0,.428,.423,.077,1.9,15.0,8.2,15.6,1.7,1.6,20.7,12.6,,-0.1,0.1,0.0,-0.020,,-4.8,1.7,-3.1,0.0,9600000,9600000,https://www.2kratings.com/wp-content/uploads/Dante-Exum-2K-Rating.png
Tacko Fall,C,24,BOS,7,0,4.7,1.6,2.0,.786,0.0,0.0,,1.6,2.0,.786,.786,0.1,0.4,.333,0.1,2.0,2.1,0.1,0.1,0.6,0.4,1.0,3.3,fallta01,C,25,9,0,7.3,1.3,1.9,.706,0.0,0.0,,1.3,1.9,.706,.706,0.3,1.2,.273,0.9,1.8,2.7,0.2,0.0,1.1,0.2,1.3,3.0,33,28.4,.751,.000,.214,3.3,44.9,24.3,5.8,1.5,11.2,16.4,23.7,,0.1,0.1,0.2,.223,,0.4,6.0,6.5,0.1,66,21.1,.618,.000,.647,13.5,27.6,20.5,4.5,0.0,14.4,8.4,15.5,,0.1,0.1,0.2,.182,,-1.0,2.0,1.0,0.1,,,https://www.2kratings.com/wp-content/uploads/Tacko-Fall-2K-Rating.png
Derrick Favors,C,28,UTA,51,49,24.4,4.1,6.6,.617,0.0,0.1,.143,4.1,6.5,.627,.618,0.8,1.4,.563,3.2,6.6,9.8,1.6,0.6,0.9,1.1,2.1,9.0,favorde01,C,29,37,0,16.1,2.4,3.7,.652,0.0,0.0,.000,2.4,3.7,.657,.652,1.2,1.5,.789,2.0,3.4,5.4,0.8,0.5,0.9,0.6,2.4,6.1,1243,18.5,.620,.021,.209,13.9,28.9,21.4,9.2,1.1,3.1,12.9,14.0,,2.6,1.6,4.2,.162,,0.7,0.3,1.0,0.9,596,20.0,.690,.007,.413,13.7,21.7,17.8,7.1,1.6,4.4,11.9,13.3,,1.9,1.1,3.0,.242,,0.4,1.9,2.2,0.6,17650000,9258000,https://www.2kratings.com/wp-content/uploads/Derrick-Favors-2K-Rating.png
Cristiano Felício,C,27,CHI,22,0,17.5,1.5,2.5,.630,0.0,0.1,.000,1.5,2.4,.654,.630,0.8,1.0,.783,2.5,2.1,4.6,0.7,0.5,0.1,0.8,1.5,3.9,feliccr01,C,28,6,0,6.3,0.5,0.7,.750,0.0,0.0,,0.5,0.7,.750,.750,0.8,1.3,.625,1.0,1.0,2.0,0.8,0.3,0.0,0.5,0.5,1.8,386,12.8,.671,.037,.426,15.0,14.1,14.6,5.7,1.2,0.5,21.9,9.1,,0.7,0.3,1.0,.126,,-1.4,-1.6,-3.0,-0.1,38,18.2,.731,.000,2.000,17.9,17.2,17.5,16.3,2.5,0.0,28.5,11.8,,0.1,0.0,0.2,.198,,1.8,1.8,3.6,0.1,8156500,7529020,https://www.2kratings.com/wp-content/uploads/Cristiano-Felicio-2K-Rating.png
Terrance Ferguson,SF,21,PHI,56,38,22.4,1.4,3.9,.355,0.9,3.0,.292,0.5,0.9,.558,.466,0.3,0.4,.750,0.4,0.9,1.3,0.9,0.5,0.3,0.6,2.8,3.9,fergute01,SG,22,12,0,3.9,0.1,0.6,.143,0.0,0.4,.000,0.1,0.2,.500,.143,0.0,0.0,,0.0,0.1,0.1,0.2,0.1,0.0,0.3,0.6,0.2,1257,3.7,.481,.764,.091,2.1,4.4,3.3,5.3,1.0,1.2,11.9,9.1,,-0.3,0.9,0.6,.021,,-4.8,0.3,-4.5,-0.8,47,-7.3,.143,.714,.000,0.0,2.3,1.2,5.0,1.0,0.0,36.4,9.9,,-0.2,0.0,-0.2,-0.169,,-12.5,-2.8,-15.3,-0.2,2475840,3944013,https://www.2kratings.com/wp-content/uploads/Terrance-Ferguson-2K-Rating.png
Bruno Fernando,C,21,ATL,56,13,12.7,1.8,3.6,.518,0.1,0.7,.135,1.8,2.9,.605,.530,0.5,0.9,.569,1.2,2.3,3.5,0.9,0.3,0.3,0.8,1.9,4.3,fernabr01,C,22,20,0,8.0,0.6,1.3,.440,0.0,0.1,.000,0.6,1.2,.478,.440,0.5,0.8,.600,0.7,2.4,3.1,0.5,0.1,0.1,0.8,0.9,1.6,713,11.9,.542,.186,.256,10.0,20.0,15.0,9.9,1.2,2.0,15.9,15.3,,0.4,0.4,0.8,.055,,-3.2,-0.9,-4.1,-0.4,160,6.4,.491,.080,.600,9.0,32.3,20.8,7.5,0.6,1.1,32.2,12.5,,-0.2,0.2,0.0,-0.003,,-5.3,-0.5,-5.9,-0.2,1400000,1517981,https://www.2kratings.com/wp-content/uploads/Bruno-Fernando-2K-Rating.png
Yogi Ferrell,PG,26,CLE,50,0,10.6,1.6,3.8,.420,0.5,1.6,.304,1.1,2.2,.505,.484,0.7,0.8,.857,0.1,0.9,1.0,1.4,0.4,0.1,0.6,0.8,4.4,ferreyo01,PG,27,2,0,20.0,4.0,10.5,.381,1.5,4.5,.333,2.5,6.0,.417,.452,0.0,1.0,.000,1.5,2.0,3.5,2.5,1.5,0.5,1.5,2.0,9.5,530,12.2,.528,.420,.223,1.2,9.4,5.2,18.8,1.6,0.7,11.9,19.2,,0.3,0.3,0.7,.060,,-1.5,-0.3,-1.8,0.0,40,12.6,.434,.429,.095,8.1,11.6,9.8,20.7,3.7,2.3,12.1,26.9,,-0.1,0.1,0.0,-0.026,,-1.9,0.4,-1.5,0.0,3150000,,https://www.basketball-reference.com/req/202101021/images/players/ferreyo01.jpg
Dorian Finney-Smith,PF,26,DAL,71,68,29.9,3.4,7.4,.466,1.6,4.3,.376,1.8,3.1,.589,.575,1.1,1.5,.722,2.0,3.7,5.7,1.6,0.6,0.5,1.0,2.5,9.5,finnedo01,PF,27,29,29,31.3,3.0,7.2,.418,1.7,4.8,.345,1.3,2.4,.565,.534,0.5,0.6,.882,1.4,3.9,5.3,1.4,0.9,0.4,0.6,2.6,8.2,2120,12.3,.595,.580,.207,7.3,12.7,10.0,7.2,1.0,1.6,10.8,12.9,,3.3,1.5,4.9,.110,,0.1,-0.3,-0.2,0.9,908,9.7,.550,.668,.082,5.0,13.5,9.3,6.1,1.5,1.2,7.7,11.4,,0.7,0.7,1.4,.075,,-1.3,-0.4,-1.6,0.1,4000000,4000000,https://www.2kratings.com/wp-content/uploads/Dorian-Finney-Smith-2K-Rating.png
Bryn Forbes,SG,26,MIL,63,62,25.1,3.8,9.2,.417,2.3,6.0,.388,1.5,3.2,.470,.544,1.2,1.4,.833,0.2,1.8,2.0,1.7,0.5,0.0,0.9,1.8,11.2,forbebr01,SG,27,39,6,18.5,3.5,7.3,.477,2.2,4.6,.467,1.3,2.6,.495,.625,0.6,0.8,.733,0.2,1.1,1.3,0.6,0.2,0.0,0.5,1.1,9.6,1579,11.1,.570,.656,.155,0.8,7.8,4.3,9.5,1.0,0.0,8.4,18.5,,1.3,0.3,1.5,.047,,-0.6,-2.1,-2.7,-0.3,722,12.6,.635,.636,.106,1.0,5.9,3.6,4.3,0.5,0.0,6.6,18.4,,1.1,0.3,1.5,.098,,0.8,-2.4,-1.5,0.1,2875000,2337145,https://www.2kratings.com/wp-content/uploads/Bryn-Forbes-2K-Rating.png
Evan Fournier,SF,27,ORL,66,66,31.5,6.6,14.1,.467,2.6,6.6,.399,4.0,7.5,.527,.560,2.7,3.3,.818,0.3,2.3,2.6,3.2,1.1,0.2,1.9,2.4,18.5,fournev01,SF,28,21,21,29.2,6.0,13.4,.450,2.5,6.7,.371,3.6,6.8,.528,.543,4.0,5.0,.790,0.2,2.9,3.1,3.8,1.0,0.3,2.1,2.0,18.5,2076,16.4,.595,.467,.237,0.9,8.2,4.4,16.6,1.7,0.7,10.9,23.9,,2.9,1.7,4.6,.106,,1.4,-0.4,1.0,1.6,613,17.8,.593,.496,.372,0.8,10.5,5.5,21.6,1.7,1.1,12.1,26.2,,0.9,0.5,1.4,.109,,1.5,-1.0,0.5,0.4,17000000,17000000,https://www.2kratings.com/wp-content/uploads/Evan-Fournier-2K-Rating.png
De'Aaron Fox,PG,22,SAC,51,49,32.0,7.7,16.0,.480,1.1,3.6,.292,6.6,12.4,.535,.513,4.7,6.7,.705,0.7,3.2,3.8,6.8,1.5,0.5,3.1,2.8,21.1,foxde01,PG,23,38,38,34.4,8.6,18.3,.470,1.8,5.5,.335,6.7,12.8,.528,.520,4.6,6.8,.681,0.7,2.8,3.4,7.6,1.2,0.4,3.2,3.0,23.6,1634,20.6,.558,.227,.420,2.4,11.4,6.8,35.3,2.2,1.5,14.1,29.8,,2.6,1.4,4.0,.118,,2.3,-0.5,1.8,1.6,1309,19.2,.556,.301,.370,2.1,9.0,5.5,34.1,1.7,1.1,13.2,30.2,,1.9,0.0,2.0,.073,,2.5,-2.0,0.5,0.8,6392760,8099627,https://www.2kratings.com/wp-content/uploads/DeAaron-Fox-2K-Rating.png
Melvin Frazier,SG,23,ORL,19,0,6.6,0.8,1.8,.441,0.4,0.8,.500,0.4,0.9,.389,.559,0.1,0.2,.500,0.1,0.4,0.5,0.2,0.5,0.1,0.3,0.6,2.1,frazime01,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,9.8,.559,.471,.118,1.7,7.1,4.3,3.4,3.5,1.4,12.3,14.0,,0.0,0.2,0.2,.057,,-3.5,1.2,-2.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,1416852,,https://www.basketball-reference.com/req/202101021/images/players/frazime01.jpg
Michael Frazier,SG,25,HOU,13,0,11.2,0.5,2.2,.241,0.3,1.8,.174,0.2,0.5,.500,.310,0.7,1.1,.643,0.1,0.7,0.8,0.2,0.2,0.0,0.4,1.7,2.1,frazimi01,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,-0.9,.384,.793,.483,0.7,6.6,3.6,1.7,0.6,0.0,12.5,11.5,,-0.2,0.1,-0.2,-0.060,,-8.9,-2.1,-11.0,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/req/202101021/images/players/frazimi01.jpg
Tim Frazier,PG,29,MEM,27,11,13.1,1.3,3.5,.362,0.4,1.1,.333,0.9,2.4,.375,.415,0.7,0.9,.792,0.3,0.9,1.2,3.4,0.5,0.1,1.3,1.6,3.6,fraziti01,PG,30,3,0,11.0,0.7,2.7,.250,0.0,0.7,.000,0.7,2.0,.333,.250,0.0,0.0,,0.0,1.3,1.3,2.3,0.3,0.0,1.0,1.3,1.3,355,9.8,.464,.319,.255,2.8,7.8,5.3,36.5,1.9,0.9,25.6,17.3,,-0.1,0.2,0.1,.016,,-3.0,-1.6,-4.6,-0.2,33,0.3,.250,.250,.000,0.0,13.6,6.6,25.7,1.4,0.0,27.3,14.1,,-0.1,0.0,-0.1,-0.113,,-10.9,-2.6,-13.6,-0.1,1882867,,https://www.basketball-reference.com/req/202101021/images/players/fraziti01.jpg
Markelle Fultz,PG,21,ORL,72,60,27.7,5.0,10.7,.465,0.5,1.9,.267,4.5,8.8,.507,.488,1.6,2.2,.730,0.6,2.7,3.3,5.1,1.3,0.2,2.0,2.0,12.1,fultzma01,PG,22,8,8,26.9,5.1,13.0,.394,0.5,2.0,.250,4.6,11.0,.420,.413,2.1,2.4,.895,0.6,2.5,3.1,5.4,1.0,0.3,2.3,2.3,12.9,1996,14.3,.517,.175,.206,2.1,11.0,6.4,29.0,2.2,0.5,14.9,21.4,,0.6,2.0,2.7,.065,,-1.8,0.0,-1.8,0.1,215,12.0,.458,.154,.183,2.3,10.0,6.0,32.7,1.8,0.9,13.8,26.1,,-0.2,0.2,0.0,-0.009,,-2.9,-1.7,-4.6,-0.1,9745200,12288697,https://www.2kratings.com/wp-content/uploads/Markelle-Fultz-2K-Rating.png
Wenyen Gabriel,PF,22,NOP,30,1,7.8,0.7,1.6,.438,0.2,0.7,.300,0.5,0.9,.536,.500,0.5,0.7,.682,0.7,1.0,1.7,0.3,0.4,0.2,0.5,1.3,2.1,gabriwe01,PF,23,5,0,3.4,0.0,0.8,.000,0.0,0.2,.000,0.0,0.6,.000,.000,0.2,0.4,.500,0.2,1.0,1.2,0.2,0.0,0.0,0.2,0.0,0.2,235,9.6,.546,.417,.458,9.5,13.9,11.7,4.4,2.2,2.6,21.7,13.4,,0.0,0.2,0.2,.048,,-3.7,-0.1,-3.8,-0.1,17,-3.6,.102,.250,.500,6.6,32.8,19.7,6.6,0.0,0.0,17.0,14.7,,-0.1,0.0,-0.1,-0.226,,-9.1,-4.6,-13.7,-0.1,898310,1620564,https://www.2kratings.com/wp-content/uploads/Wenyen-Gabriel-2K-Rating.png
Daniel Gafford,C,21,CHI,43,7,14.2,2.2,3.1,.701,0.0,0.0,,2.2,3.1,.701,.701,0.7,1.4,.533,1.2,1.3,2.5,0.5,0.3,1.3,0.7,2.3,5.1,gaffoda01,PF,22,28,11,12.7,1.9,2.8,.671,0.0,0.0,,1.9,2.8,.671,.671,0.9,1.4,.667,1.3,1.8,3.1,0.6,0.4,1.1,0.7,1.8,4.7,609,16.2,.686,.000,.448,9.0,10.3,9.6,5.2,1.0,8.7,15.3,13.3,,1.1,0.8,1.9,.146,,-2.8,1.5,-1.3,0.1,355,17.8,.686,.000,.494,11.8,15.0,13.5,6.5,1.5,7.7,17.2,14.0,,0.7,0.6,1.3,.174,,-1.4,1.5,0.0,0.2,898310,1517981,https://www.2kratings.com/wp-content/uploads/Daniel-Gafford-2K-Rating.png
Danilo Gallinari,PF,31,ATL,62,62,29.6,5.8,13.2,.438,2.9,7.1,.405,2.9,6.1,.476,.547,4.3,4.8,.893,0.5,4.6,5.2,1.9,0.7,0.1,1.2,1.2,18.7,gallida01,PF,32,28,4,23.1,3.9,9.1,.425,2.2,5.4,.413,1.6,3.7,.442,.547,3.1,3.3,.945,0.3,3.5,3.7,1.4,0.6,0.2,1.0,2.0,13.0,1834,19.5,.612,.537,.365,2.1,16.8,9.7,10.3,1.1,0.2,7.4,24.6,,4.5,1.9,6.3,.166,,4.1,-0.9,3.3,2.4,647,15.8,.619,.591,.358,1.2,16.1,8.8,9.2,1.3,0.7,9.0,21.4,,1.3,0.5,1.9,.138,,1.6,-0.9,0.6,0.4,22615559,19500000,https://www.2kratings.com/wp-content/uploads/Danilo-Gallinari-2K-Rating.png
Langston Galloway,SG,28,PHO,66,6,25.8,3.6,8.2,.435,2.0,5.0,.399,1.6,3.2,.493,.557,1.1,1.3,.859,0.5,1.8,2.3,1.5,0.7,0.2,0.6,1.5,10.3,gallola01,SG,29,26,0,10.9,1.6,3.3,.477,0.8,1.8,.447,0.8,1.5,.513,.599,0.6,0.6,1.000,0.2,0.9,1.1,0.7,0.2,0.0,0.3,0.5,4.6,1702,12.3,.584,.611,.157,2.2,7.8,5.0,8.8,1.4,0.5,6.5,15.9,,2.4,0.7,3.1,.087,,0.0,-0.9,-0.8,0.5,283,12.9,.640,.547,.186,1.6,9.2,5.6,8.6,0.7,0.0,7.0,15.8,,0.5,0.2,0.8,.128,,0.5,-0.7,-0.2,0.1,7333333,2028594,https://www.2kratings.com/wp-content/uploads/Langston-Galloway-2K-Rating.png
Darius Garland,SG,20,CLE,59,59,30.9,4.7,11.8,.401,1.8,5.0,.355,3.0,6.8,.434,.476,1.1,1.2,.875,0.5,1.4,1.9,3.9,0.7,0.1,2.6,1.6,12.3,garlada01,PG,21,30,27,32.8,6.2,14.2,.438,1.7,4.5,.385,4.5,9.7,.462,.499,1.6,1.9,.839,0.5,1.7,2.1,5.8,1.1,0.1,3.0,2.2,15.8,1824,8.5,.498,.423,.103,1.6,5.2,3.4,18.5,1.1,0.2,17.1,20.7,,-1.3,0.0,-1.3,-0.034,,-2.7,-2.8,-5.6,-1.7,985,12.3,.524,.316,.131,1.5,5.9,3.6,28.7,1.7,0.3,16.5,23.8,,-0.2,0.5,0.2,.012,,-0.7,-2.1,-2.7,-0.2,6400920,6720720,https://www.2kratings.com/wp-content/uploads/Darius-Garland-2K-Rating.png
